Gene	c-io-1-LHL10698_L4	c-io-2-LHL10702_L4	c-io-3-LHL10704_L4	t-io-1-LHL10699_L4	t-io-2-LHL10703_L4	t-io-3-LHL10705_L4
ENSMUSG00000038267	337	725	3653	710	917	580
ENSMUSG00000038268	0	0	481	0	236	0
ENSMUSG00000038271	0	215	3845	894	438	1105
ENSMUSG00000038274	6	167	273	36	512	0
ENSMUSG00000038279	29	0	0	0	0	0
ENSMUSG00000038280	0	519	894	0	0	0
ENSMUSG00000038290	0	0	2	0	407	2
ENSMUSG00000038291	0	0	0	0	6	0
ENSMUSG00000038296	0	0	0	0	110	0
ENSMUSG00000038299	0	137	364	0	0	0
ENSMUSG00000038312	0	0	0	194	0	0
ENSMUSG00000038323	0	165	0	0	0	0
ENSMUSG00000038324	456	177	2841	0	830	0
ENSMUSG00000038332	13	38	289	0	0	0
ENSMUSG00000038335	0	125	193	0	0	381
ENSMUSG00000038342	18	4	741	79	0	24
ENSMUSG00000038344	0	0	196	0	0	0
ENSMUSG00000038346	0	0	569	0	0	0
ENSMUSG00000038349	240	300	1340	362	547	952
ENSMUSG00000038351	0	0	688	0	0	0
ENSMUSG00000038365	0	249	92	0	467	0
ENSMUSG00000038366	0	99	0	0	0	0
ENSMUSG00000038368	10	339	759	0	0	0
ENSMUSG00000038369	0	142	1020	1951	0	182
ENSMUSG00000038371	746	413	1757	0	355	1122
ENSMUSG00000038372	163	0	278	0	0	0
ENSMUSG00000038374	0	0	186	0	0	0
ENSMUSG00000038375	0	0	1411	0	0	545
ENSMUSG00000038379	388	2	0	0	0	0
ENSMUSG00000038383	0	75	0	0	0	0
ENSMUSG00000038384	62	214	840	666	1078	26
ENSMUSG00000038387	198	0	0	0	185	0
ENSMUSG00000038388	185	0	16	2	49	0
ENSMUSG00000038393	0	0	480	0	0	0
ENSMUSG00000038398	0	38	794	0	34	197
ENSMUSG00000038400	0	53	1295	364	0	0
ENSMUSG00000038406	0	272	1446	186	759	1326
ENSMUSG00000038412	0	2	468	0	0	0
ENSMUSG00000038415	0	0	325	0	0	0
ENSMUSG00000038416	76	0	0	0	345	0
ENSMUSG00000038417	258	0	2205	0	0	421
ENSMUSG00000038418	142	0	1643	0	0	0
ENSMUSG00000038429	12	299	1683	12	981	624
ENSMUSG00000038437	96	135	40	0	0	0
ENSMUSG00000038446	57	711	842	0	0	0
ENSMUSG00000038453	338	789	6382	352	723	1203
ENSMUSG00000038456	0	0	0	0	0	75
ENSMUSG00000038457	0	0	0	0	247	0
ENSMUSG00000038459	0	0	1056	0	0	0
ENSMUSG00000038462	18	0	57	0	0	736
ENSMUSG00000038463	0	0	104	0	289	0
ENSMUSG00000038467	0	0	2878	406	690	0
ENSMUSG00000038481	47	269	2064	0	0	205
ENSMUSG00000038482	0	0	596	0	697	87
ENSMUSG00000038486	169	584	2934	0	1603	380
ENSMUSG00000038489	0	0	76	0	0	0
ENSMUSG00000038495	1167	978	4469	0	1025	2523
ENSMUSG00000038497	0	1	783	0	298	2
ENSMUSG00000038500	104	0	924	1989	0	0
ENSMUSG00000038502	0	72	2223	0	0	0
ENSMUSG00000038503	0	0	900	1307	0	252
ENSMUSG00000038506	0	0	688	143	0	0
ENSMUSG00000038515	0	0	142	0	0	0
ENSMUSG00000038517	0	0	489	227	57	667
ENSMUSG00000038518	0	137	854	0	591	1535
ENSMUSG00000038520	0	0	347	0	299	0
ENSMUSG00000038526	0	0	0	9	0	0
ENSMUSG00000038530	0	0	184	0	0	0
ENSMUSG00000038534	0	0	230	0	0	564
ENSMUSG00000038535	57	0	569	405	0	8
ENSMUSG00000038537	0	0	421	0	0	0
ENSMUSG00000038538	0	595	778	236	37	0
ENSMUSG00000038541	0	0	326	0	0	0
ENSMUSG00000038543	0	0	0	96	0	0
ENSMUSG00000038546	0	0	476	0	77	254
ENSMUSG00000038550	0	51	0	0	0	0
ENSMUSG00000038555	0	0	294	0	0	1108
ENSMUSG00000038563	0	0	651	0	0	0
ENSMUSG00000038564	0	227	0	0	0	0
ENSMUSG00000038567	0	0	32	0	0	0
ENSMUSG00000038570	0	0	130	0	0	0
ENSMUSG00000038576	0	0	340	0	224	0
ENSMUSG00000038578	8	0	312	0	0	0
ENSMUSG00000038582	0	16	388	0	0	0
ENSMUSG00000038587	0	0	834	0	1763	0
ENSMUSG00000038593	0	0	0	0	775	0
ENSMUSG00000038594	49	0	0	0	251	0
ENSMUSG00000038602	10	7	89	0	0	0
ENSMUSG00000038604	74	0	78	0	0	64
ENSMUSG00000038608	1672	1430	6292	1182	1357	1295
ENSMUSG00000038611	2	522	1081	0	372	200
ENSMUSG00000038612	143	252	2655	219	0	0
ENSMUSG00000038615	64	470	1995	0	0	0
ENSMUSG00000038619	0	151	1233	678	134	0
ENSMUSG00000038622	0	169	0	0	0	0
ENSMUSG00000038623	0	0	346	0	0	0
ENSMUSG00000038628	0	0	0	1064	451	408
ENSMUSG00000038630	0	0	404	0	0	0
ENSMUSG00000038633	385	0	1187	0	0	0
ENSMUSG00000038637	0	0	210	0	0	0
ENSMUSG00000038641	0	0	189	0	0	0
ENSMUSG00000038642	0	0	2381	0	559	304
ENSMUSG00000038644	73	0	696	0	271	0
ENSMUSG00000038648	81	226	1736	0	415	0
ENSMUSG00000038658	58	0	851	0	223	0
ENSMUSG00000038664	155	403	4564	0	0	0
ENSMUSG00000038668	348	385	2052	284	213	0
ENSMUSG00000038671	0	0	0	0	231	0
ENSMUSG00000038677	0	0	782	0	0	0
ENSMUSG00000038679	156	462	0	724	0	0
ENSMUSG00000038685	0	0	904	0	531	0
ENSMUSG00000038690	2	0	819	407	6	0
ENSMUSG00000038692	0	0	0	0	299	0
ENSMUSG00000038695	245	109	987	355	531	166
ENSMUSG00000038696	668	2	460	0	0	0
ENSMUSG00000038697	0	0	1434	0	0	0
ENSMUSG00000038700	0	94	0	0	0	102
ENSMUSG00000038708	246	100	3105	4	265	29
ENSMUSG00000038712	0	95	2360	0	309	0
ENSMUSG00000038717	512	10	727	1	15	0
ENSMUSG00000038718	0	80	1003	0	4	189
ENSMUSG00000038722	0	0	696	0	0	0
ENSMUSG00000038729	0	34	0	324	0	912
ENSMUSG00000038732	27	0	0	0	0	0
ENSMUSG00000038733	745	662	4943	1090	214	310
ENSMUSG00000038736	0	0	1	21	0	0
ENSMUSG00000038738	3	29	1104	0	4	0
ENSMUSG00000038740	4	311	2488	93	46	235
ENSMUSG00000038759	215	0	245	798	20	0
ENSMUSG00000038762	92	365	1380	0	274	249
ENSMUSG00000038766	0	391	309	0	0	0
ENSMUSG00000038773	0	47	314	353	75	0
ENSMUSG00000038774	14	0	675	0	14	1674
ENSMUSG00000038776	0	0	261	0	0	0
ENSMUSG00000038780	110	691	1527	0	697	0
ENSMUSG00000038781	162	0	0	0	0	0
ENSMUSG00000038784	170	2	25	0	1302	5
ENSMUSG00000038803	0	0	351	0	0	243
ENSMUSG00000038806	146	0	871	0	122	0
ENSMUSG00000038807	0	0	955	0	0	0
ENSMUSG00000038812	9	0	0	0	0	0
ENSMUSG00000038816	0	342	1087	0	0	435
ENSMUSG00000038822	0	19	12	0	0	0
ENSMUSG00000038831	0	233	1414	950	1024	155
ENSMUSG00000038836	0	0	21	0	0	0
ENSMUSG00000038838	0	0	304	0	0	0
ENSMUSG00000038844	0	0	501	0	0	0
ENSMUSG00000038845	0	11	591	0	36	0
ENSMUSG00000038848	0	70	0	0	0	0
ENSMUSG00000038855	0	194	380	288	643	182
ENSMUSG00000038859	0	0	0	0	22	0
ENSMUSG00000038860	0	13	112	0	0	0
ENSMUSG00000038861	0	0	362	0	0	0
ENSMUSG00000038866	0	123	0	0	0	0
ENSMUSG00000038871	399	49	1646	0	1039	243
ENSMUSG00000038872	877	2	689	0	220	16
ENSMUSG00000038876	0	224	53	0	534	0
ENSMUSG00000038884	0	172	0	0	444	0
ENSMUSG00000038886	524	72	1507	0	1068	790
ENSMUSG00000038894	74	0	533	418	0	0
ENSMUSG00000038895	0	0	0	0	208	0
ENSMUSG00000038900	0	28	862	12	0	283
ENSMUSG00000038902	0	50	235	0	168	0
ENSMUSG00000038909	0	224	1407	0	0	229
ENSMUSG00000038910	0	177	1186	0	304	0
ENSMUSG00000038914	0	97	842	187	0	0
ENSMUSG00000038916	0	78	623	0	709	0
ENSMUSG00000038930	0	0	626	0	0	0
ENSMUSG00000038936	299	1134	5189	0	132	0
ENSMUSG00000038943	318	0	0	0	0	0
ENSMUSG00000038965	0	0	158	0	385	315
ENSMUSG00000038967	731	602	1513	0	128	0
ENSMUSG00000038970	0	0	883	670	0	0
ENSMUSG00000038975	0	54	512	251	2	0
ENSMUSG00000038976	546	227	1705	1385	156	418
ENSMUSG00000038982	295	0	0	0	0	0
ENSMUSG00000038990	0	0	276	318	0	0
ENSMUSG00000038991	0	0	288	0	156	0
ENSMUSG00000039000	0	18	224	0	0	3
ENSMUSG00000039001	47	5	926	43	0	5
ENSMUSG00000039007	0	0	0	129	0	0
ENSMUSG00000039016	0	0	123	0	73	25
ENSMUSG00000039031	0	0	0	0	0	313
ENSMUSG00000039033	0	0	426	0	0	0
ENSMUSG00000039037	0	0	439	0	0	0
ENSMUSG00000039041	4	363	486	63	28	307
ENSMUSG00000039043	0	3	135	965	0	0
ENSMUSG00000039046	0	0	2630	0	955	0
ENSMUSG00000039047	0	0	1790	900	0	0
ENSMUSG00000039048	2	50	416	0	0	2
ENSMUSG00000039050	0	55	475	0	432	0
ENSMUSG00000039057	0	0	0	191	0	0
ENSMUSG00000039058	0	0	0	0	93	0
ENSMUSG00000039062	0	0	0	0	13	0
ENSMUSG00000039067	0	0	769	0	0	147
ENSMUSG00000039068	104	0	1389	0	7	4
ENSMUSG00000039069	0	0	276	0	0	0
ENSMUSG00000039081	0	0	0	0	0	181
ENSMUSG00000039086	0	191	0	0	0	0
ENSMUSG00000039087	0	0	0	250	0	0
ENSMUSG00000039089	0	0	1	0	289	0
ENSMUSG00000039096	0	109	0	0	0	0
ENSMUSG00000039100	56	0	197	0	783	0
ENSMUSG00000039103	0	43	0	0	0	0
ENSMUSG00000039105	0	0	2290	0	0	515
ENSMUSG00000039106	0	0	22	0	0	0
ENSMUSG00000039108	94	0	990	0	0	115
ENSMUSG00000039109	212	0	0	0	0	0
ENSMUSG00000039117	0	0	69	0	0	0
ENSMUSG00000039126	0	253	37	8	0	371
ENSMUSG00000039128	0	0	0	1024	0	0
ENSMUSG00000039137	0	22	0	0	0	0
ENSMUSG00000039148	0	0	845	0	24	0
ENSMUSG00000039154	0	0	554	0	0	0
ENSMUSG00000039156	0	58	169	0	0	0
ENSMUSG00000039157	261	172	2494	0	0	0
ENSMUSG00000039158	0	0	85	0	0	0
ENSMUSG00000039159	1135	0	1118	0	85	294
ENSMUSG00000039163	0	0	222	0	0	0
ENSMUSG00000039164	0	0	0	55	0	0
ENSMUSG00000039166	0	0	45	0	0	111
ENSMUSG00000039167	593	0	0	1279	0	0
ENSMUSG00000039168	0	0	102	0	0	0
ENSMUSG00000039176	0	90	1738	44	0	0
ENSMUSG00000039178	0	0	392	0	275	0
ENSMUSG00000039179	0	0	0	0	119	0
ENSMUSG00000039187	0	0	250	0	0	0
ENSMUSG00000039191	57	438	983	34	390	27
ENSMUSG00000039193	0	0	348	0	0	0
ENSMUSG00000039195	0	0	0	0	0	1122
ENSMUSG00000039197	0	0	96	513	0	0
ENSMUSG00000039199	30	27	0	0	0	0
ENSMUSG00000039202	0	124	916	1619	5	0
ENSMUSG00000039205	0	139	1306	0	0	359
ENSMUSG00000039206	0	0	635	191	16	0
ENSMUSG00000039210	41	0	602	0	139	0
ENSMUSG00000039218	931	1505	11694	3299	1834	2896
ENSMUSG00000039219	0	1106	4732	217	1457	2631
ENSMUSG00000039220	61	119	135	0	0	806
ENSMUSG00000039230	0	0	473	345	0	0
ENSMUSG00000039231	0	76	37	0	0	0
ENSMUSG00000039232	0	0	61	0	0	0
ENSMUSG00000039233	0	0	0	0	148	342
ENSMUSG00000039234	0	0	16	178	482	0
ENSMUSG00000039239	0	0	0	0	137	0
ENSMUSG00000039244	0	0	0	0	0	0
ENSMUSG00000039253	0	0	114	0	0	0
ENSMUSG00000039254	129	0	0	0	621	0
ENSMUSG00000039262	353	202	2420	653	515	1126
ENSMUSG00000039263	0	0	0	580	0	0
ENSMUSG00000039270	0	198	598	0	1365	0
ENSMUSG00000039275	25	0	909	0	0	0
ENSMUSG00000039278	0	0	686	0	0	0
ENSMUSG00000039285	0	301	390	283	2	2
ENSMUSG00000039286	0	0	365	704	0	0
ENSMUSG00000039294	0	0	150	0	0	0
ENSMUSG00000039298	0	638	239	3	0	0
ENSMUSG00000039307	0	63	0	0	0	0
ENSMUSG00000039313	0	81	0	0	0	0
ENSMUSG00000039316	360	0	0	0	0	693
ENSMUSG00000039318	215	130	1090	676	236	199
ENSMUSG00000039323	0	0	319	1088	0	0
ENSMUSG00000039328	251	556	5095	0	1941	270
ENSMUSG00000039345	0	0	11	0	0	0
ENSMUSG00000039347	298	0	1413	0	0	0
ENSMUSG00000039354	0	0	30	0	0	0
ENSMUSG00000039356	0	157	0	0	0	0
ENSMUSG00000039357	0	0	202	0	0	0
ENSMUSG00000039361	1545	411	3043	195	20	1555
ENSMUSG00000039367	0	181	757	0	14	1242
ENSMUSG00000039372	0	0	242	0	0	0
ENSMUSG00000039384	39	272	1080	166	343	0
ENSMUSG00000039410	0	0	0	504	0	87
ENSMUSG00000039414	117	0	2837	0	139	0
ENSMUSG00000039419	0	0	360	0	7	0
ENSMUSG00000039428	18	0	1021	0	0	39
ENSMUSG00000039449	0	0	587	0	0	125
ENSMUSG00000039456	0	75	2072	1825	0	0
ENSMUSG00000039457	0	108	0	0	0	0
ENSMUSG00000039458	0	0	306	0	0	0
ENSMUSG00000039461	225	0	0	0	31	147
ENSMUSG00000039470	0	0	788	0	0	313
ENSMUSG00000039473	0	99	533	502	165	0
ENSMUSG00000039474	0	0	0	0	755	0
ENSMUSG00000039477	0	214	2714	294	0	0
ENSMUSG00000039478	0	0	0	35	0	68
ENSMUSG00000039483	0	0	0	0	0	33
ENSMUSG00000039485	314	60	1415	0	233	2
ENSMUSG00000039501	0	0	852	0	0	155
ENSMUSG00000039509	167	0	1563	0	0	448
ENSMUSG00000039512	0	60	955	63	0	0
ENSMUSG00000039515	0	47	747	0	276	0
ENSMUSG00000039523	278	87	1062	0	0	0
ENSMUSG00000039529	0	21	156	0	553	0
ENSMUSG00000039533	0	0	334	0	640	310
ENSMUSG00000039536	0	385	1621	0	0	79
ENSMUSG00000039542	604	1323	8383	361	1516	448
ENSMUSG00000039568	0	0	871	0	0	0
ENSMUSG00000039578	2	0	0	0	0	0
ENSMUSG00000039585	0	0	2099	0	0	0
ENSMUSG00000039599	0	41	940	0	0	0
ENSMUSG00000039601	104	0	0	0	0	0
ENSMUSG00000039607	0	0	365	0	0	0
ENSMUSG00000039611	141	0	0	0	0	597
ENSMUSG00000039615	253	372	109	0	0	139
ENSMUSG00000039617	0	0	26	0	0	0
ENSMUSG00000039620	0	0	153	0	0	0
ENSMUSG00000039621	569	522	2479	0	423	316
ENSMUSG00000039623	176	0	598	0	526	0
ENSMUSG00000039630	480	1171	8466	0	1722	1084
ENSMUSG00000039637	322	0	526	0	0	0
ENSMUSG00000039640	0	0	352	0	198	540
ENSMUSG00000039646	0	144	0	0	50	0
ENSMUSG00000039652	15	0	783	0	0	0
ENSMUSG00000039656	11	0	4	5	0	0
ENSMUSG00000039660	0	28	0	0	0	0
ENSMUSG00000039661	410	20	0	0	552	0
ENSMUSG00000039662	0	0	1271	0	0	0
ENSMUSG00000039671	70	296	1284	428	0	307
ENSMUSG00000039678	0	55	2184	0	0	0
ENSMUSG00000039680	0	0	61	0	0	0
ENSMUSG00000039682	0	0	469	0	0	0
ENSMUSG00000039684	72	2	16	0	322	0
ENSMUSG00000039686	0	55	1854	0	0	23
ENSMUSG00000039697	9	10	0	0	0	56
ENSMUSG00000039701	0	262	0	0	0	270
ENSMUSG00000039703	0	95	1313	12	0	0
ENSMUSG00000039704	0	448	809	0	0	0
ENSMUSG00000039713	363	0	0	0	0	0
ENSMUSG00000039716	692	0	199	0	0	790
ENSMUSG00000039717	0	0	0	2	28	0
ENSMUSG00000039735	0	0	1296	0	4	0
ENSMUSG00000039740	0	111	195	0	0	0
ENSMUSG00000039741	169	383	851	0	418	331
ENSMUSG00000039747	0	0	0	0	549	0
ENSMUSG00000039753	100	81	1729	0	46	19
ENSMUSG00000039756	0	33	647	0	443	1
ENSMUSG00000039759	0	0	190	718	424	0
ENSMUSG00000039765	0	0	0	510	0	0
ENSMUSG00000039768	0	0	771	0	0	310
ENSMUSG00000039770	0	0	1024	0	181	0
ENSMUSG00000039771	0	0	209	0	238	0
ENSMUSG00000039774	0	0	128	0	0	0
ENSMUSG00000039781	0	143	170	0	0	0
ENSMUSG00000039782	163	460	3107	258	165	337
ENSMUSG00000039787	250	0	0	0	0	0
ENSMUSG00000039795	0	0	0	211	0	0
ENSMUSG00000039801	0	53	1127	1189	205	116
ENSMUSG00000039804	0	143	0	0	158	0
ENSMUSG00000039809	0	0	0	0	0	0
ENSMUSG00000039810	0	62	0	0	0	0
ENSMUSG00000039824	0	0	79	0	0	0
ENSMUSG00000039826	0	0	446	0	0	0
ENSMUSG00000039828	0	224	0	0	0	0
ENSMUSG00000039830	0	207	1105	0	0	37
ENSMUSG00000039831	0	2	419	559	288	0
ENSMUSG00000039834	0	0	212	0	0	0
ENSMUSG00000039835	117	175	0	1203	0	0
ENSMUSG00000039838	0	0	319	0	0	0
ENSMUSG00000039840	0	0	1158	0	0	0
ENSMUSG00000039841	0	49	316	0	0	0
ENSMUSG00000039844	0	145	3440	0	925	3103
ENSMUSG00000039849	0	425	159	382	0	72
ENSMUSG00000039850	0	0	0	85	0	0
ENSMUSG00000039852	818	120	1507	380	900	1484
ENSMUSG00000039853	0	0	232	0	0	0
ENSMUSG00000039860	0	0	200	0	0	0
ENSMUSG00000039878	0	0	145	0	0	0
ENSMUSG00000039879	0	0	230	0	0	0
ENSMUSG00000039886	0	0	9	0	0	0
ENSMUSG00000039887	0	0	15	134	25	15
ENSMUSG00000039901	0	28	5	0	10	0
ENSMUSG00000039904	525	960	6242	812	149	209
ENSMUSG00000039910	0	14	80	0	0	0
ENSMUSG00000039911	0	177	1093	0	0	0
ENSMUSG00000039913	45	0	164	725	0	0
ENSMUSG00000039914	0	0	1772	0	0	0
ENSMUSG00000039934	6	0	61	0	0	0
ENSMUSG00000039936	0	0	1191	0	0	0
ENSMUSG00000039943	0	0	0	761	0	0
ENSMUSG00000039952	70	307	1517	619	670	0
ENSMUSG00000039953	0	656	1847	0	0	883
ENSMUSG00000039954	0	0	0	0	0	0
ENSMUSG00000039959	136	8	824	588	0	0
ENSMUSG00000039960	2	0	1365	0	0	0
ENSMUSG00000039967	384	173	1806	0	0	0
ENSMUSG00000039968	0	4	164	0	0	275
ENSMUSG00000039976	0	0	771	1	61	0
ENSMUSG00000039982	0	0	1010	0	0	0
ENSMUSG00000039987	491	29	0	0	0	0
ENSMUSG00000039988	546	154	0	238	0	492
ENSMUSG00000039989	52	0	585	0	0	20
ENSMUSG00000039990	0	0	0	0	53	128
ENSMUSG00000040003	237	32	1957	0	56	308
ENSMUSG00000040006	11	0	0	0	0	0
ENSMUSG00000040010	349	0	226	1813	525	478
ENSMUSG00000040018	0	160	0	0	129	96
ENSMUSG00000040021	259	0	2246	0	0	193
ENSMUSG00000040022	0	0	126	0	0	0
ENSMUSG00000040025	47	0	0	809	0	0
ENSMUSG00000040028	0	12	1144	476	196	243
ENSMUSG00000040029	70	146	789	894	0	0
ENSMUSG00000040033	197	133	736	0	0	0
ENSMUSG00000040034	0	0	845	0	0	0
ENSMUSG00000040035	0	0	464	0	0	0
ENSMUSG00000040037	44	2	427	0	490	0
ENSMUSG00000040040	0	0	55	0	0	0
ENSMUSG00000040043	0	0	435	0	0	0
ENSMUSG00000040044	0	0	392	0	0	0
ENSMUSG00000040048	0	0	295	0	961	0
ENSMUSG00000040054	0	106	2084	0	274	0
ENSMUSG00000040055	0	0	0	0	0	0
ENSMUSG00000040078	330	30	367	1	0	26
ENSMUSG00000040093	0	0	735	0	0	0
ENSMUSG00000040097	0	134	0	0	0	0
ENSMUSG00000040102	102	40	118	0	196	0
ENSMUSG00000040105	0	4	82	0	0	0
ENSMUSG00000040111	1231	6	0	0	100	0
ENSMUSG00000040112	90	224	0	0	0	0
ENSMUSG00000040118	0	64	0	0	554	14
ENSMUSG00000040121	0	0	0	0	505	0
ENSMUSG00000040123	0	0	587	0	123	0
ENSMUSG00000040124	0	0	0	0	0	237
ENSMUSG00000040125	2	0	4	0	0	0
ENSMUSG00000040128	184	0	885	845	14	120
ENSMUSG00000040133	0	286	108	0	0	314
ENSMUSG00000040136	0	0	160	0	0	0
ENSMUSG00000040151	0	0	603	259	0	0
ENSMUSG00000040152	0	0	0	0	0	842
ENSMUSG00000040158	0	69	0	0	120	0
ENSMUSG00000040164	0	0	57	0	0	0
ENSMUSG00000040167	2	54	63	0	139	0
ENSMUSG00000040174	61	0	0	0	0	0
ENSMUSG00000040177	0	0	34	0	0	40
ENSMUSG00000040183	0	128	0	0	0	0
ENSMUSG00000040187	0	0	0	0	107	0
ENSMUSG00000040188	527	0	368	0	0	0
ENSMUSG00000040209	0	0	2643	0	94	0
ENSMUSG00000040213	0	0	145	0	0	0
ENSMUSG00000040220	0	0	0	0	21	0
ENSMUSG00000040225	1474	1861	12779	432	816	1637
ENSMUSG00000040229	86	0	979	0	0	0
ENSMUSG00000040234	0	22	920	0	165	1010
ENSMUSG00000040236	0	3	739	0	0	0
ENSMUSG00000040242	0	0	0	485	0	412
ENSMUSG00000040249	266	497	4890	1887	784	598
ENSMUSG00000040250	0	0	829	0	74	0
ENSMUSG00000040254	597	143	734	0	60	394
ENSMUSG00000040260	47	49	885	0	146	57
ENSMUSG00000040265	266	763	5791	373	1079	930
ENSMUSG00000040268	2355	968	6758	2	1564	1562
ENSMUSG00000040269	0	0	117	379	0	0
ENSMUSG00000040270	0	132	245	0	149	60
ENSMUSG00000040272	0	0	0	0	46	0
ENSMUSG00000040274	0	0	133	0	0	0
ENSMUSG00000040276	0	0	0	0	552	0
ENSMUSG00000040297	132	2	299	0	0	0
ENSMUSG00000040298	0	0	0	0	0	105
ENSMUSG00000040321	137	0	329	0	0	0
ENSMUSG00000040325	0	202	1064	0	0	0
ENSMUSG00000040327	224	0	601	0	0	0
ENSMUSG00000040331	0	0	476	0	197	0
ENSMUSG00000040339	0	0	1307	0	0	0
ENSMUSG00000040351	1857	383	3604	0	1490	722
ENSMUSG00000040354	0	165	15	1504	0	0
ENSMUSG00000040356	0	147	482	749	54	0
ENSMUSG00000040359	168	0	878	0	0	0
ENSMUSG00000040363	61	0	433	0	0	562
ENSMUSG00000040370	0	0	855	0	0	0
ENSMUSG00000040374	244	172	1269	0	0	0
ENSMUSG00000040383	1	41	820	0	424	0
ENSMUSG00000040385	215	269	1946	87	0	0
ENSMUSG00000040389	0	0	1137	0	0	0
ENSMUSG00000040390	0	0	791	0	0	0
ENSMUSG00000040396	0	0	379	0	0	0
ENSMUSG00000040407	2471	1185	6504	1583	1306	1328
ENSMUSG00000040414	0	0	320	0	0	0
ENSMUSG00000040415	121	0	286	0	0	0
ENSMUSG00000040423	120	579	934	5	584	10
ENSMUSG00000040428	0	0	0	0	172	0
ENSMUSG00000040430	0	0	264	152	0	0
ENSMUSG00000040433	0	54	827	0	485	0
ENSMUSG00000040434	0	0	586	0	0	0
ENSMUSG00000040435	0	0	968	865	0	0
ENSMUSG00000040446	0	0	0	0	0	0
ENSMUSG00000040447	0	25	544	0	0	0
ENSMUSG00000040451	0	48	276	0	0	105
ENSMUSG00000040459	0	367	995	0	1120	208
ENSMUSG00000040462	266	659	2494	118	785	506
ENSMUSG00000040463	0	618	148	0	0	0
ENSMUSG00000040464	0	8	29	0	0	0
ENSMUSG00000040473	0	0	272	114	0	0
ENSMUSG00000040479	0	0	388	0	0	855
ENSMUSG00000040481	357	385	3563	1430	206	822
ENSMUSG00000040488	0	0	225	0	709	0
ENSMUSG00000040506	0	227	723	0	0	0
ENSMUSG00000040511	67	0	1	49	558	2
ENSMUSG00000040520	0	0	507	0	1018	0
ENSMUSG00000040521	0	177	0	0	0	0
ENSMUSG00000040524	66	73	276	663	1256	0
ENSMUSG00000040528	0	0	231	0	0	0
ENSMUSG00000040532	0	0	151	0	0	0
ENSMUSG00000040537	245	1444	2783	2	606	419
ENSMUSG00000040540	0	3	12	0	8	0
ENSMUSG00000040549	559	130	3440	807	1374	330
ENSMUSG00000040550	0	0	1813	0	105	0
ENSMUSG00000040552	0	0	183	0	0	0
ENSMUSG00000040557	0	0	250	0	0	0
ENSMUSG00000040560	412	142	18	0	45	0
ENSMUSG00000040562	0	0	0	9	0	0
ENSMUSG00000040565	0	0	719	0	0	559
ENSMUSG00000040570	6	0	261	0	0	164
ENSMUSG00000040584	186	0	122	653	18	331
ENSMUSG00000040586	0	0	177	0	0	787
ENSMUSG00000040591	0	235	493	0	0	0
ENSMUSG00000040596	779	0	1607	0	308	0
ENSMUSG00000040605	2	92	2137	0	103	234
ENSMUSG00000040606	0	826	1639	0	0	55
ENSMUSG00000040612	0	0	0	19	0	0
ENSMUSG00000040618	78	41	343	0	0	0
ENSMUSG00000040620	0	0	151	0	0	6
ENSMUSG00000040624	379	518	6470	0	623	784
ENSMUSG00000040640	0	169	0	0	0	601
ENSMUSG00000040648	229	0	1110	0	80	0
ENSMUSG00000040649	170	0	0	0	0	35
ENSMUSG00000040651	0	237	1124	24	191	0
ENSMUSG00000040653	0	0	0	0	0	354
ENSMUSG00000040659	0	0	103	0	148	0
ENSMUSG00000040661	0	247	758	0	832	0
ENSMUSG00000040667	0	230	1810	0	0	175
ENSMUSG00000040669	129	377	1622	0	481	824
ENSMUSG00000040675	0	0	4	32	0	0
ENSMUSG00000040681	25	0	238	164	0	91
ENSMUSG00000040687	0	0	780	0	0	0
ENSMUSG00000040697	0	262	0	0	0	0
ENSMUSG00000040699	0	0	968	0	580	0
ENSMUSG00000040701	0	0	61	0	0	0
ENSMUSG00000040703	0	0	0	0	146	0
ENSMUSG00000040710	51	0	0	537	0	0
ENSMUSG00000040711	331	0	1222	477	0	0
ENSMUSG00000040712	0	205	430	0	0	0
ENSMUSG00000040713	54	133	761	517	0	0
ENSMUSG00000040720	0	0	315	0	0	0
ENSMUSG00000040721	0	109	295	1003	308	90
ENSMUSG00000040722	0	33	1555	0	0	498
ENSMUSG00000040724	52	0	254	9	72	132
ENSMUSG00000040725	192	71	2812	87	506	52
ENSMUSG00000040731	88	286	2386	0	520	226
ENSMUSG00000040738	0	0	68	0	0	0
ENSMUSG00000040746	0	38	141	0	0	4
ENSMUSG00000040751	0	0	329	0	0	0
ENSMUSG00000040752	0	0	45	0	0	0
ENSMUSG00000040759	28	96	649	0	0	0
ENSMUSG00000040760	209	0	459	0	0	446
ENSMUSG00000040761	124	477	2505	98	2453	1543
ENSMUSG00000040771	0	38	142	0	0	0
ENSMUSG00000040774	0	0	240	0	0	0
ENSMUSG00000040775	0	33	0	0	0	0
ENSMUSG00000040782	0	75	1063	299	10	0
ENSMUSG00000040785	459	378	2354	967	251	241
ENSMUSG00000040797	0	0	0	0	0	0
ENSMUSG00000040811	0	92	425	28	283	0
ENSMUSG00000040813	362	0	0	0	0	237
ENSMUSG00000040818	0	0	1682	0	0	0
ENSMUSG00000040820	0	23	11	0	0	0
ENSMUSG00000040822	0	0	119	0	0	0
ENSMUSG00000040824	25	0	79	0	15	0
ENSMUSG00000040828	0	0	258	0	0	0
ENSMUSG00000040836	0	0	281	0	252	0
ENSMUSG00000040842	294	0	343	0	0	0
