Gene	c-io-1-LHL10698_L4	c-io-2-LHL10702_L4	c-io-3-LHL10704_L4	t-io-1-LHL10699_L4	t-io-2-LHL10703_L4	t-io-3-LHL10705_L4
ENSMUSG00000040843	0	0	11	0	0	0
ENSMUSG00000040848	0	0	258	0	0	0
ENSMUSG00000040850	0	412	1938	0	0	0
ENSMUSG00000040856	327	0	2	0	0	0
ENSMUSG00000040857	0	359	997	0	0	0
ENSMUSG00000040859	0	0	404	0	266	0
ENSMUSG00000040865	0	736	2002	397	193	0
ENSMUSG00000040875	0	0	23	0	0	0
ENSMUSG00000040883	0	0	130	0	0	0
ENSMUSG00000040888	0	0	1060	0	0	0
ENSMUSG00000040896	0	7	93	0	0	0
ENSMUSG00000040907	177	170	1151	52	181	860
ENSMUSG00000040929	0	0	0	919	59	184
ENSMUSG00000040940	147	147	418	3	0	0
ENSMUSG00000040943	123	126	534	768	0	1011
ENSMUSG00000040945	0	0	1169	0	627	94
ENSMUSG00000040952	0	107	295	705	206	0
ENSMUSG00000040957	0	0	288	0	0	0
ENSMUSG00000040964	0	0	991	0	0	0
ENSMUSG00000040972	0	0	0	0	0	107
ENSMUSG00000040990	0	572	0	0	0	0
ENSMUSG00000040997	435	217	991	15	0	0
ENSMUSG00000041000	0	0	288	0	0	0
ENSMUSG00000041020	0	9	86	1	0	0
ENSMUSG00000041025	0	0	392	0	0	0
ENSMUSG00000041028	679	0	849	0	226	0
ENSMUSG00000041037	0	0	300	0	0	0
ENSMUSG00000041040	0	158	620	0	43	0
ENSMUSG00000041057	2	174	881	903	0	0
ENSMUSG00000041058	471	409	0	161	221	0
ENSMUSG00000041073	1266	156	2831	1554	658	1257
ENSMUSG00000041075	0	2	0	0	0	0
ENSMUSG00000041078	0	12	26	0	0	0
ENSMUSG00000041079	0	0	109	0	0	0
ENSMUSG00000041084	0	0	464	0	0	0
ENSMUSG00000041096	402	217	779	0	388	0
ENSMUSG00000041112	50	68	3970	0	605	153
ENSMUSG00000041115	0	0	268	0	0	0
ENSMUSG00000041117	0	0	0	0	227	0
ENSMUSG00000041119	0	0	224	0	270	66
ENSMUSG00000041124	268	187	213	0	0	0
ENSMUSG00000041130	0	0	0	0	0	204
ENSMUSG00000041133	137	0	1558	0	40	1306
ENSMUSG00000041135	0	126	106	259	0	0
ENSMUSG00000041144	0	0	295	0	0	0
ENSMUSG00000041147	0	0	890	0	0	0
ENSMUSG00000041153	0	2	541	0	0	52
ENSMUSG00000041164	0	475	785	0	0	0
ENSMUSG00000041168	0	389	86	0	0	0
ENSMUSG00000041187	0	0	0	570	0	0
ENSMUSG00000041189	0	0	49	0	0	0
ENSMUSG00000041203	351	85	3102	0	0	220
ENSMUSG00000041205	91	303	3327	378	173	846
ENSMUSG00000041215	0	0	1139	0	0	751
ENSMUSG00000041216	0	0	51	0	0	0
ENSMUSG00000041219	0	0	958	0	0	0
ENSMUSG00000041220	500	691	9341	357	38	2099
ENSMUSG00000041225	0	39	3	313	227	0
ENSMUSG00000041229	0	0	622	0	0	0
ENSMUSG00000041231	0	31	0	0	0	0
ENSMUSG00000041235	57	0	3172	0	1253	551
ENSMUSG00000041236	0	510	1910	0	0	0
ENSMUSG00000041241	258	38	0	0	0	0
ENSMUSG00000041245	0	0	0	0	440	0
ENSMUSG00000041258	111	84	981	0	399	0
ENSMUSG00000041261	0	0	0	3	0	0
ENSMUSG00000041263	0	0	401	0	15	24
ENSMUSG00000041264	29	0	1516	119	0	0
ENSMUSG00000041268	0	0	1004	0	0	0
ENSMUSG00000041272	0	0	0	0	0	261
ENSMUSG00000041278	155	163	520	0	683	625
ENSMUSG00000041297	457	117	3110	105	279	0
ENSMUSG00000041298	0	143	444	423	194	1021
ENSMUSG00000041303	545	0	1168	0	209	0
ENSMUSG00000041309	235	405	2809	0	594	386
ENSMUSG00000041313	74	132	0	2157	308	3
ENSMUSG00000041328	276	0	287	0	0	0
ENSMUSG00000041329	296	186	1427	1158	410	0
ENSMUSG00000041341	516	87	932	0	0	0
ENSMUSG00000041346	52	0	0	0	0	0
ENSMUSG00000041351	0	273	3909	0	488	1566
ENSMUSG00000041353	0	0	0	0	0	5
ENSMUSG00000041354	0	0	97	0	0	0
ENSMUSG00000041355	0	0	136	523	0	0
ENSMUSG00000041360	126	341	201	0	267	0
ENSMUSG00000041362	0	0	269	146	107	208
ENSMUSG00000041375	0	0	0	489	0	0
ENSMUSG00000041378	0	0	0	1107	16	0
ENSMUSG00000041380	0	0	0	213	0	0
ENSMUSG00000041408	106	280	3223	1112	0	1578
ENSMUSG00000041415	0	713	2522	0	987	449
ENSMUSG00000041417	161	334	2853	422	477	699
ENSMUSG00000041439	599	12	41	107	5	0
ENSMUSG00000041440	0	0	0	0	0	248
ENSMUSG00000041444	0	777	864	0	397	415
ENSMUSG00000041453	14	12	24	4	3	0
ENSMUSG00000041459	284	249	1999	0	0	788
ENSMUSG00000041471	21	0	0	0	0	0
ENSMUSG00000041477	0	54	3	0	0	69
ENSMUSG00000041482	0	0	702	0	0	0
ENSMUSG00000041483	169	0	1236	0	0	0
ENSMUSG00000041491	0	0	428	0	83	916
ENSMUSG00000041506	0	109	0	0	0	0
ENSMUSG00000041515	0	0	53	0	0	186
ENSMUSG00000041528	0	58	537	0	0	0
ENSMUSG00000041530	128	214	751	0	0	642
ENSMUSG00000041540	0	0	314	0	0	232
ENSMUSG00000041559	0	0	0	239	0	0
ENSMUSG00000041560	617	109	403	0	0	0
ENSMUSG00000041570	368	52	4143	0	965	1079
ENSMUSG00000041571	19	0	0	145	0	540
ENSMUSG00000041577	0	0	880	0	0	0
ENSMUSG00000041607	17555	25380	153593	21177	53560	53990
ENSMUSG00000041609	0	0	123	0	0	0
ENSMUSG00000041624	0	0	48	0	0	0
ENSMUSG00000041629	0	67	0	0	0	0
ENSMUSG00000041638	158	147	1322	246	163	997
ENSMUSG00000041642	164	0	1454	0	0	0
ENSMUSG00000041645	579	9	1003	47	911	855
ENSMUSG00000041649	0	151	0	0	0	0
ENSMUSG00000041650	0	32	0	0	0	0
ENSMUSG00000041658	0	0	419	0	0	0
ENSMUSG00000041669	7	0	0	0	21	0
ENSMUSG00000041670	0	107	335	0	0	0
ENSMUSG00000041685	0	347	1683	0	495	0
ENSMUSG00000041688	91	155	0	0	0	0
ENSMUSG00000041695	0	0	113	0	0	0
ENSMUSG00000041697	55	63	1268	49	115	0
ENSMUSG00000041702	0	212	34	0	0	0
ENSMUSG00000041707	0	0	659	0	0	0
ENSMUSG00000041712	0	0	831	0	0	0
ENSMUSG00000041716	0	0	666	0	0	0
ENSMUSG00000041720	0	0	1027	0	81	229
ENSMUSG00000041729	78	818	3903	0	651	325
ENSMUSG00000041733	165	0	26	0	0	0
ENSMUSG00000041734	0	0	0	95	0	0
ENSMUSG00000041740	802	138	2162	60	349	481
ENSMUSG00000041741	0	0	0	297	0	0
ENSMUSG00000041747	0	42	0	0	0	0
ENSMUSG00000041757	0	182	291	0	133	439
ENSMUSG00000041762	0	0	424	260	18	0
ENSMUSG00000041763	0	340	1525	0	0	0
ENSMUSG00000041765	0	0	471	0	0	0
ENSMUSG00000041769	0	84	575	0	0	0
ENSMUSG00000041773	0	0	0	223	101	0
ENSMUSG00000041774	0	0	0	0	0	193
ENSMUSG00000041775	0	61	657	0	384	0
ENSMUSG00000041781	0	0	388	0	0	0
ENSMUSG00000041789	0	0	0	282	0	0
ENSMUSG00000041794	0	0	0	135	0	2
ENSMUSG00000041797	0	0	287	0	0	0
ENSMUSG00000041801	295	0	598	0	0	0
ENSMUSG00000041815	0	61	1127	0	552	0
ENSMUSG00000041836	119	61	701	258	188	17
ENSMUSG00000041837	0	0	155	0	0	0
ENSMUSG00000041841	0	243	2315	45	246	146
ENSMUSG00000041842	477	0	0	0	0	0
ENSMUSG00000041846	141	604	1512	0	0	2
ENSMUSG00000041852	860	94	1951	0	108	0
ENSMUSG00000041859	3	0	476	0	0	0
ENSMUSG00000041870	0	72	2800	220	607	1114
ENSMUSG00000041879	0	0	602	286	679	0
ENSMUSG00000041881	29	0	211	58	0	0
ENSMUSG00000041889	328	451	4508	444	448	1857
ENSMUSG00000041890	432	14	248	311	761	14
ENSMUSG00000041891	0	138	620	0	0	0
ENSMUSG00000041907	0	42	0	0	0	462
ENSMUSG00000041912	3	713	1368	3	4	0
ENSMUSG00000041915	0	0	385	0	0	0
ENSMUSG00000041921	0	0	0	0	0	525
ENSMUSG00000041923	0	0	359	0	0	0
ENSMUSG00000041926	107	339	351	0	0	0
ENSMUSG00000041930	315	136	671	109	112	0
ENSMUSG00000041935	34	25	836	0	0	362
ENSMUSG00000041936	79	216	2911	0	1552	1235
ENSMUSG00000041939	0	193	0	0	0	14
ENSMUSG00000041945	0	0	0	0	0	37
ENSMUSG00000041949	0	104	0	0	0	0
ENSMUSG00000041958	0	91	268	0	0	0
ENSMUSG00000041961	0	0	1096	0	0	0
ENSMUSG00000041966	0	0	857	0	0	0
ENSMUSG00000041974	0	0	0	70	0	0
ENSMUSG00000041975	0	0	406	0	0	0
ENSMUSG00000041977	0	0	29	0	0	153
ENSMUSG00000041986	0	0	176	0	0	0
ENSMUSG00000041992	453	28	3015	26	279	23
ENSMUSG00000041995	0	0	106	0	0	106
ENSMUSG00000041997	0	0	1423	624	0	0
ENSMUSG00000042015	35	29	322	0	0	0
ENSMUSG00000042032	0	0	272	0	0	0
ENSMUSG00000042035	492	31	951	532	619	0
ENSMUSG00000042042	0	0	27	108	0	0
ENSMUSG00000042046	214	96	1449	0	0	0
ENSMUSG00000042050	0	7	238	0	0	6
ENSMUSG00000042055	0	22	586	0	0	0
ENSMUSG00000042063	35	70	795	0	2	0
ENSMUSG00000042066	623	125	3227	0	727	563
ENSMUSG00000042079	42	188	1327	989	802	242
ENSMUSG00000042082	84	1190	643	0	250	559
ENSMUSG00000042087	0	0	100	0	19	0
ENSMUSG00000042097	0	0	291	0	0	0
ENSMUSG00000042099	0	0	0	0	0	634
ENSMUSG00000042104	0	0	676	0	528	414
ENSMUSG00000042105	392	0	907	0	414	0
ENSMUSG00000042116	0	0	0	181	0	0
ENSMUSG00000042121	0	0	1284	0	355	0
ENSMUSG00000042133	138	19	625	0	279	0
ENSMUSG00000042138	0	12	150	0	0	23
ENSMUSG00000042148	0	0	17	0	0	0
ENSMUSG00000042155	0	0	137	0	0	0
ENSMUSG00000042156	0	0	0	0	42	1111
ENSMUSG00000042165	291	24	621	0	4	26
ENSMUSG00000042167	0	0	0	0	437	0
ENSMUSG00000042182	0	0	0	0	80	0
ENSMUSG00000042185	359	0	542	345	39	157
ENSMUSG00000042190	0	0	1073	0	0	0
ENSMUSG00000042197	0	109	2819	0	909	226
ENSMUSG00000042198	0	179	0	0	0	0
ENSMUSG00000042202	194	0	177	0	0	0
ENSMUSG00000042203	0	207	1824	0	0	0
ENSMUSG00000042207	503	120	600	16	46	0
ENSMUSG00000042208	252	68	102	159	0	323
ENSMUSG00000042210	0	76	0	0	0	0
ENSMUSG00000042211	0	0	308	0	0	0
ENSMUSG00000042213	0	0	108	0	0	0
ENSMUSG00000042215	0	0	0	0	0	117
ENSMUSG00000042216	240	0	0	0	0	0
ENSMUSG00000042228	0	0	845	829	99	90
ENSMUSG00000042229	0	0	356	0	0	25
ENSMUSG00000042246	0	0	585	0	0	0
ENSMUSG00000042249	80	0	0	0	0	0
ENSMUSG00000042256	0	0	0	0	95	0
ENSMUSG00000042272	0	70	593	0	0	0
ENSMUSG00000042284	278	0	130	292	0	0
ENSMUSG00000042286	443	0	464	0	210	0
ENSMUSG00000042292	0	0	7	0	0	0
ENSMUSG00000042293	0	0	0	0	0	274
ENSMUSG00000042298	0	0	72	0	0	33
ENSMUSG00000042302	11	0	0	0	0	0
ENSMUSG00000042303	0	156	0	0	0	0
ENSMUSG00000042305	0	0	0	0	0	316
ENSMUSG00000042312	0	0	829	0	0	343
ENSMUSG00000042320	0	0	1	0	0	0
ENSMUSG00000042323	437	0	679	2	1308	0
ENSMUSG00000042328	2	0	1072	0	0	0
ENSMUSG00000042331	1038	1270	9142	496	892	1674
ENSMUSG00000042350	0	0	737	0	0	0
ENSMUSG00000042354	0	200	381	0	0	0
ENSMUSG00000042359	0	3	19	0	0	70
ENSMUSG00000042363	0	0	376	0	0	0
ENSMUSG00000042364	0	230	3527	550	582	614
ENSMUSG00000042388	0	0	41	0	0	0
ENSMUSG00000042389	0	0	229	0	0	0
ENSMUSG00000042390	274	539	234	0	52	6
ENSMUSG00000042396	137	3	0	29	239	285
ENSMUSG00000042401	0	0	1351	0	2	69
ENSMUSG00000042404	142	0	13	0	0	0
ENSMUSG00000042406	271	5	1208	0	0	206
ENSMUSG00000042408	0	106	354	0	0	0
ENSMUSG00000042410	641	0	2380	0	380	0
ENSMUSG00000042423	161	249	282	0	284	222
ENSMUSG00000042426	458	319	213	27	0	0
ENSMUSG00000042428	1065	424	2366	0	269	0
ENSMUSG00000042439	299	15	1047	0	210	104
ENSMUSG00000042444	0	36	730	397	0	229
ENSMUSG00000042446	0	170	177	0	0	87
ENSMUSG00000042448	72	0	0	0	0	0
ENSMUSG00000042453	0	44	62	0	450	0
ENSMUSG00000042460	224	63	303	577	0	501
ENSMUSG00000042472	67	125	2	0	0	187
ENSMUSG00000042487	0	44	120	0	0	0
ENSMUSG00000042489	0	0	0	226	0	0
ENSMUSG00000042492	116	80	177	0	264	0
ENSMUSG00000042496	10	33	26	0	0	0
ENSMUSG00000042500	0	0	0	0	463	0
ENSMUSG00000042502	119	0	1315	0	0	156
ENSMUSG00000042506	379	879	4633	685	244	690
ENSMUSG00000042508	275	42	0	0	323	302
ENSMUSG00000042520	9	113	972	0	336	865
ENSMUSG00000042524	0	47	0	0	0	0
ENSMUSG00000042529	0	17	0	0	485	0
ENSMUSG00000042535	53	0	1015	73	0	0
ENSMUSG00000042541	237	232	307	0	220	309
ENSMUSG00000042548	335	0	1094	0	2	0
ENSMUSG00000042557	0	0	236	0	0	0
ENSMUSG00000042564	0	0	9	2	0	0
ENSMUSG00000042570	0	41	0	0	0	0
ENSMUSG00000042572	0	35	505	0	160	502
ENSMUSG00000042579	0	29	41	0	0	0
ENSMUSG00000042581	0	0	204	0	0	0
ENSMUSG00000042589	0	418	2141	0	631	0
ENSMUSG00000042590	0	426	241	243	0	0
ENSMUSG00000042594	0	0	0	165	0	0
ENSMUSG00000042595	0	11	0	0	0	0
ENSMUSG00000042599	0	0	422	0	0	0
ENSMUSG00000042605	844	93	2896	371	3645	1583
ENSMUSG00000042606	0	0	1	0	0	0
ENSMUSG00000042616	0	0	252	0	49	0
ENSMUSG00000042625	87	25	272	0	781	426
ENSMUSG00000042626	0	0	126	0	0	0
ENSMUSG00000042628	19	49	353	0	2	145
ENSMUSG00000042632	117	0	836	0	72	0
ENSMUSG00000042642	6	0	59	0	0	0
ENSMUSG00000042644	64	0	0	0	0	0
ENSMUSG00000042650	599	182	1588	2	313	798
ENSMUSG00000042662	134	114	903	0	3	587
ENSMUSG00000042670	0	0	108	0	0	0
ENSMUSG00000042671	0	0	0	0	0	0
ENSMUSG00000042675	0	0	205	0	0	0
ENSMUSG00000042680	0	152	1219	0	0	0
ENSMUSG00000042682	0	201	1855	0	192	0
ENSMUSG00000042686	0	0	359	0	0	0
ENSMUSG00000042688	100	1	525	0	752	0
ENSMUSG00000042694	0	0	0	0	0	0
ENSMUSG00000042699	0	152	2488	63	103	30
ENSMUSG00000042700	0	0	742	0	0	0
ENSMUSG00000042705	0	308	272	0	0	0
ENSMUSG00000042708	0	0	1331	0	0	0
ENSMUSG00000042712	0	267	32	0	0	0
ENSMUSG00000042719	14	0	209	166	0	0
ENSMUSG00000042729	0	0	0	0	180	0
ENSMUSG00000042742	0	66	125	0	0	0
ENSMUSG00000042744	1204	349	4024	136	161	551
ENSMUSG00000042745	0	0	0	64	0	0
ENSMUSG00000042747	48	0	0	0	0	0
ENSMUSG00000042750	0	0	376	0	12	176
ENSMUSG00000042751	0	158	660	8	0	2
ENSMUSG00000042757	149	112	1393	392	138	863
ENSMUSG00000042763	0	0	96	0	0	0
ENSMUSG00000042766	0	0	0	0	97	250
ENSMUSG00000042770	1	32	430	0	96	0
ENSMUSG00000042772	0	204	1271	0	722	796
ENSMUSG00000042787	0	231	285	0	0	0
ENSMUSG00000042790	0	503	859	30	39	565
ENSMUSG00000042797	0	0	310	0	0	0
ENSMUSG00000042800	0	0	0	0	117	0
ENSMUSG00000042807	0	18	111	0	0	0
ENSMUSG00000042810	0	35	844	5	0	41
ENSMUSG00000042814	0	0	87	0	0	0
ENSMUSG00000042834	0	0	684	277	0	0
ENSMUSG00000042854	0	0	41	0	0	0
ENSMUSG00000042857	0	0	6	0	0	0
ENSMUSG00000042870	0	0	27	0	0	0
ENSMUSG00000042874	0	114	0	0	0	0
ENSMUSG00000042901	0	0	365	0	0	0
ENSMUSG00000042903	14	0	0	0	0	0
ENSMUSG00000042962	0	49	1	0	0	0
ENSMUSG00000042978	62	0	1748	0	263	97
ENSMUSG00000042997	0	0	52	0	0	0
ENSMUSG00000043015	0	0	0	0	0	0
ENSMUSG00000043019	0	58	1985	0	0	0
ENSMUSG00000043020	0	0	0	325	0	0
ENSMUSG00000043024	0	56	0	0	0	0
ENSMUSG00000043051	11	0	0	0	0	0
ENSMUSG00000043059	45	0	0	0	0	0
ENSMUSG00000043061	0	251	0	0	0	0
ENSMUSG00000043065	247	0	0	0	0	0
ENSMUSG00000043067	323	2	1344	0	0	0
ENSMUSG00000043090	0	0	136	0	0	387
ENSMUSG00000043091	18	49	2307	0	93	307
ENSMUSG00000043102	0	0	0	0	0	417
ENSMUSG00000043131	0	281	0	0	0	0
ENSMUSG00000043154	829	178	1163	37	1405	1273
ENSMUSG00000043162	0	31	1117	0	0	0
ENSMUSG00000043183	0	0	1127	0	0	0
ENSMUSG00000043190	0	0	56	0	0	0
ENSMUSG00000043192	0	2	167	0	7	0
ENSMUSG00000043207	0	14	1303	634	136	0
ENSMUSG00000043223	0	0	2	0	0	0
ENSMUSG00000043230	0	0	0	440	124	0
ENSMUSG00000043241	167	0	1005	0	0	0
ENSMUSG00000043252	0	0	110	0	0	0
ENSMUSG00000043259	0	274	4226	0	491	902
ENSMUSG00000043298	0	0	1981	0	0	0
ENSMUSG00000043311	0	0	153	0	0	0
ENSMUSG00000043313	0	16	1120	0	0	0
ENSMUSG00000043323	0	199	856	0	0	0
ENSMUSG00000043336	0	0	732	0	0	0
ENSMUSG00000043346	0	0	0	0	49	0
ENSMUSG00000043384	22	62	1845	0	728	169
ENSMUSG00000043391	61	35	1365	2318	785	956
ENSMUSG00000043398	0	8	0	0	0	0
ENSMUSG00000043411	0	245	1350	0	20	163
ENSMUSG00000043419	0	0	83	0	0	0
ENSMUSG00000043424	0	0	74	0	274	0
ENSMUSG00000043432	0	0	1	0	0	0
ENSMUSG00000043439	0	38	24	0	0	0
ENSMUSG00000043445	0	258	33	385	0	0
ENSMUSG00000043448	900	408	3324	0	888	351
ENSMUSG00000043456	324	16	618	0	29	255
ENSMUSG00000043460	0	47	803	0	428	0
ENSMUSG00000043467	0	0	0	811	0	0
ENSMUSG00000043483	4	211	601	286	238	228
ENSMUSG00000043487	8	0	0	0	0	0
ENSMUSG00000043496	35	674	155	109	152	0
ENSMUSG00000043505	0	0	0	424	0	0
ENSMUSG00000043510	0	0	310	0	0	0
ENSMUSG00000043531	0	144	382	2	0	0
ENSMUSG00000043535	1588	275	1988	0	0	1052
ENSMUSG00000043542	0	0	195	0	245	0
ENSMUSG00000043557	0	0	0	0	0	215
ENSMUSG00000043572	0	0	179	0	0	0
ENSMUSG00000043602	198	0	0	0	0	0
ENSMUSG00000043614	0	0	130	0	0	0
ENSMUSG00000043618	0	0	0	1	0	0
ENSMUSG00000043621	0	0	192	0	0	0
ENSMUSG00000043631	0	0	42	80	0	0
ENSMUSG00000043633	50	11	166	0	54	120
ENSMUSG00000043644	0	0	0	0	0	161
ENSMUSG00000043670	0	0	544	0	0	0
ENSMUSG00000043671	0	0	0	0	532	0
ENSMUSG00000043683	0	75	648	0	0	93
ENSMUSG00000043702	0	0	313	0	0	0
ENSMUSG00000043716	76	89	3465	1679	1016	119
ENSMUSG00000043733	122	79	3794	0	318	363
ENSMUSG00000043753	0	0	0	0	25	0
ENSMUSG00000043801	61	7	96	0	4	9
ENSMUSG00000043843	90	0	104	25	0	0
ENSMUSG00000043866	0	0	196	0	168	0
ENSMUSG00000043872	0	0	0	0	0	798
ENSMUSG00000043881	0	170	44	0	0	0
ENSMUSG00000043885	0	36	506	400	0	0
ENSMUSG00000043889	0	10	106	3	6	85
ENSMUSG00000043903	0	225	218	0	0	0
ENSMUSG00000043909	0	122	1307	0	0	0
ENSMUSG00000043940	0	454	2062	0	405	460
ENSMUSG00000043962	567	634	2978	372	442	0
ENSMUSG00000043987	0	0	264	0	217	0
ENSMUSG00000043991	17	269	0	0	60	268
ENSMUSG00000043993	0	0	66	0	0	0
ENSMUSG00000043998	0	0	518	0	0	0
ENSMUSG00000044018	0	0	0	0	129	0
ENSMUSG00000044022	0	0	45	0	0	0
ENSMUSG00000044026	0	0	354	0	0	0
ENSMUSG00000044030	0	84	203	0	193	47
ENSMUSG00000044033	84	0	0	1544	149	0
ENSMUSG00000044034	0	68	0	0	0	0
ENSMUSG00000044037	0	0	0	0	85	0
ENSMUSG00000044043	0	0	0	0	17	10
ENSMUSG00000044066	0	543	1744	0	118	0
ENSMUSG00000044071	0	22	0	0	0	0
ENSMUSG00000044072	0	0	357	0	0	316
ENSMUSG00000044080	0	30	1282	0	0	161
ENSMUSG00000044092	0	0	0	0	0	0
ENSMUSG00000044098	0	0	535	0	0	0
ENSMUSG00000044117	0	317	131	0	0	0
ENSMUSG00000044122	0	0	61	0	0	0
ENSMUSG00000044141	659	25	0	230	1	0
ENSMUSG00000044147	0	0	762	3	0	423
ENSMUSG00000044148	0	0	520	0	0	0
ENSMUSG00000044149	407	0	0	0	0	0
ENSMUSG00000044150	0	0	122	0	0	0
ENSMUSG00000044167	230	0	56	0	0	0
ENSMUSG00000044197	110	90	2	0	0	0
ENSMUSG00000044201	0	0	0	0	2	0
ENSMUSG00000044211	4	4	87	61	288	0
ENSMUSG00000044224	0	0	0	0	0	191
ENSMUSG00000044229	14	0	388	0	0	0
ENSMUSG00000044252	695	626	2747	0	610	0
ENSMUSG00000044258	0	0	0	281	0	0
ENSMUSG00000044268	0	0	16	0	1	0
ENSMUSG00000044285	302	1	142	1	173	207
ENSMUSG00000044306	0	0	154	0	0	0
ENSMUSG00000044308	365	364	1769	574	0	286
ENSMUSG00000044338	805	0	5	1	0	0
ENSMUSG00000044340	937	547	2141	269	2122	793
ENSMUSG00000044349	2	878	2625	0	93	543
ENSMUSG00000044350	0	0	387	0	150	0
ENSMUSG00000044352	0	0	21	0	477	0
ENSMUSG00000044365	0	0	129	0	0	0
ENSMUSG00000044377	0	0	33	0	0	0
ENSMUSG00000044408	42	36	193	0	0	0
ENSMUSG00000044424	11	74	28	49	29	17
ENSMUSG00000044433	0	0	1278	0	0	0
ENSMUSG00000044434	122	230	1302	0	42	0
ENSMUSG00000044447	0	0	572	0	0	0
ENSMUSG00000044452	0	0	1	0	0	0
ENSMUSG00000044456	0	0	290	570	0	0
ENSMUSG00000044468	0	0	1260	0	0	0
ENSMUSG00000044471	0	0	0	0	42	0
ENSMUSG00000044475	0	0	0	0	0	653
ENSMUSG00000044477	0	16	132	3	40	0
ENSMUSG00000044501	168	0	0	0	0	0
ENSMUSG00000044502	0	0	447	0	206	245
ENSMUSG00000044519	0	511	1876	0	820	738
ENSMUSG00000044528	0	84	505	0	7	0
ENSMUSG00000044533	34	143	1448	0	351	164
ENSMUSG00000044562	0	0	270	0	0	0
ENSMUSG00000044573	0	0	166	0	0	0
ENSMUSG00000044600	0	0	168	0	0	0
ENSMUSG00000044609	0	2	2	1	0	0
ENSMUSG00000044617	0	0	197	0	195	0
ENSMUSG00000044627	0	11	1046	0	0	0
ENSMUSG00000044628	59	0	231	0	0	0
ENSMUSG00000044636	0	297	0	0	0	0
ENSMUSG00000044645	0	0	0	0	5	0
ENSMUSG00000044647	0	0	942	0	0	0
ENSMUSG00000044667	0	0	242	0	0	0
ENSMUSG00000044676	0	0	622	0	0	0
ENSMUSG00000044700	0	82	505	0	0	0
ENSMUSG00000044707	0	0	1191	0	271	82
ENSMUSG00000044708	401	817	2717	0	528	364
ENSMUSG00000044715	0	0	0	0	216	0
ENSMUSG00000044730	0	0	386	0	0	0
ENSMUSG00000044751	0	2	10	0	6	32
ENSMUSG00000044757	3	90	217	414	288	41
ENSMUSG00000044763	28	228	65	0	0	1120
ENSMUSG00000044768	0	0	958	0	0	0
ENSMUSG00000044783	0	0	30	0	0	0
ENSMUSG00000044786	0	0	367	492	0	0
ENSMUSG00000044788	0	0	0	0	0	59
ENSMUSG00000044791	1728	885	2417	726	554	1358
ENSMUSG00000044792	22	36	569	0	0	308
ENSMUSG00000044795	0	117	149	0	0	0
ENSMUSG00000044807	0	0	143	0	0	0
ENSMUSG00000044811	0	0	282	0	144	0
ENSMUSG00000044813	0	0	90	0	0	0
ENSMUSG00000044824	0	0	1	0	0	0
ENSMUSG00000044847	0	0	168	0	0	0
ENSMUSG00000044857	0	91	0	0	0	0
ENSMUSG00000044864	0	0	945	0	0	202
ENSMUSG00000044894	0	166	659	822	556	0
ENSMUSG00000044906	0	0	859	0	0	0
ENSMUSG00000044916	0	0	54	0	0	0
ENSMUSG00000044921	0	0	46	226	256	0
ENSMUSG00000044927	0	0	385	0	0	203
ENSMUSG00000044948	0	0	1	0	0	0
ENSMUSG00000044950	0	0	0	0	29	0
ENSMUSG00000044982	142	0	75	0	0	0
ENSMUSG00000045038	0	0	1350	0	182	2
ENSMUSG00000045039	0	0	603	0	0	996
ENSMUSG00000045045	0	0	820	0	118	0
ENSMUSG00000045055	429	2	100	160	16	1129
ENSMUSG00000045071	2116	1003	2058	0	1012	1225
ENSMUSG00000045078	0	1	451	0	0	0
ENSMUSG00000045083	0	216	145	0	92	0
ENSMUSG00000045087	0	426	2121	0	354	371
ENSMUSG00000045092	0	0	126	0	0	0
ENSMUSG00000045095	0	0	661	0	0	0
ENSMUSG00000045098	100	255	1145	889	0	45
ENSMUSG00000045103	23	27	1330	0	2	502
ENSMUSG00000045104	0	20	291	0	6	0
ENSMUSG00000045107	0	101	0	0	0	0
ENSMUSG00000045128	203	464	1708	688	1281	914
ENSMUSG00000045136	169	417	3795	0	2380	1133
ENSMUSG00000045176	0	22	56	0	0	157
ENSMUSG00000045178	0	0	0	0	158	0
ENSMUSG00000045180	430	419	2693	1597	0	1641
ENSMUSG00000045193	0	0	193	0	249	0
ENSMUSG00000045205	3	0	119	55	60	0
ENSMUSG00000045210	191	622	2200	0	226	1092
ENSMUSG00000045216	43	46	1171	264	0	0
ENSMUSG00000045231	0	0	11	0	0	0
ENSMUSG00000045237	0	0	289	0	0	0
ENSMUSG00000045248	0	0	993	0	379	0
ENSMUSG00000045251	0	0	155	0	0	0
ENSMUSG00000045252	0	0	319	0	43	0
ENSMUSG00000045268	307	0	46	0	0	0
ENSMUSG00000045294	0	24	547	32	0	225
ENSMUSG00000045302	0	0	223	381	874	0
ENSMUSG00000045312	0	167	0	0	0	254
ENSMUSG00000045316	80	0	0	0	0	0
ENSMUSG00000045318	0	0	0	0	0	0
ENSMUSG00000045319	0	0	231	0	0	0
ENSMUSG00000045328	0	0	29	0	0	0
ENSMUSG00000045348	0	0	373	0	0	0
ENSMUSG00000045374	0	0	163	0	0	0
ENSMUSG00000045382	0	0	0	0	238	0
ENSMUSG00000045391	0	0	0	0	4	0
ENSMUSG00000045404	583	340	358	0	0	0
ENSMUSG00000045409	0	0	556	0	0	451
