"Gene","ctl1","ctl2","ctl3","ctl4","ctl5","ctl6","ctl7","dta1","dta2","dta3","dta4","dta5","dta6","dta7","dta8","dta9","dta10","dta11","dta12","dta13","dta14","dta15","dta16","dta17","dta18","dta19","dta20","dta21","dta22","dta23","dta24","dta25","dta26","dta27","dta28","dta29","dta30","dta31","dta32","dta33","dta34","dta35","dta36","dta37","dta38","dta39","dta40","dta41","dta42","dta43","dta44","dta45","dta46"
"ENSMUSG00000000724","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSMUSG00000000730","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSMUSG00000000731","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSMUSG00000000732","0","0","0","0","0","0","0","1","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"ENSMUSG00000000738","0","7","1","24","5","6","14","9","13","9","6","1","6","8","0","15","1","11","9","4","1","3","2","0","3","1","2","4","9","13","26","1","2","10","11","15","7","12","22","6","4","1","7","16","22","12","29","45","1","1","4","1","0"
"ENSMUSG00000000739","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"ENSMUSG00000000743","0","3","2","25","1","3","24","2","11","11","7","0","10","3","4","12","2","7","10","1","2","3","0","1","0","4","1","0","10","8","13","0","1","5","5","9","11","11","17","2","3","2","6","10","13","4","27","29","3","0","1","0","1"
"ENSMUSG00000000751","1","7","0","39","3","0","25","4","12","3","11","1","8","3","2","14","0","5","3","1","1","2","0","0","2","2","2","4","9","9","12","0","0","6","8","12","9","24","16","3","4","0","4","5","10","3","17","13","1","2","0","0","1"
"ENSMUSG00000000753","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","9","0","0","0","0","0"
"ENSMUSG00000000759","0","0","0","9","1","2","15","1","2","4","4","1","2","0","1","7","1","2","2","0","0","1","0","0","1","1","2","1","6","4","5","0","1","6","3","7","8","6","7","2","2","2","2","4","7","5","5","11","0","1","2","0","0"
"ENSMUSG00000000766","0","0","0","0","0","0","2","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSMUSG00000000776","0","3","1","8","2","0","7","2","3","4","3","3","5","1","1","4","0","3","2","0","0","0","0","0","1","0","1","0","3","3","8","0","0","3","5","5","7","4","9","1","1","0","3","3","12","2","8","11","0","0","0","0","0"
"ENSMUSG00000000782","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0"
"ENSMUSG00000000787","3","17","2","47","4","2","53","10","30","18","19","1","35","5","5","29","1","16","21","4","2","4","1","2","8","8","7","5","12","32","30","1","0","26","23","25","26","22","36","6","9","4","13","23","41","13","47","63","6","1","4","3","3"
"ENSMUSG00000000791","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"ENSMUSG00000000792","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSMUSG00000000794","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9","0","0","0","0","0"
"ENSMUSG00000000804","0","1","0","11","1","3","13","6","4","4","4","0","5","1","1","6","1","5","3","2","1","1","2","1","1","5","4","0","6","8","7","0","1","9","2","7","11","6","6","1","1","2","4","3","14","6","11","26","0","0","1","0","1"
"ENSMUSG00000000805","0","0","0","0","1","1","43","2","1","1","0","0","1","2","0","0","0","1","1","0","2","1","0","0","0","0","4","0","0","0","7","0","0","0","0","1","0","5","2","1","0","0","0","6","4","9","0","20","0","0","1","0","1"
"ENSMUSG00000000811","0","1","0","5","0","1","2","1","0","1","4","0","0","0","1","0","0","1","0","0","0","1","0","0","1","0","1","0","5","2","3","0","0","3","2","3","2","1","10","1","2","0","2","1","4","2","4","1","0","0","1","0","0"
"ENSMUSG00000000817","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSMUSG00000000823","1","1","0","7","4","2","23","0","5","2","4","0","5","2","0","6","2","4","5","0","1","5","1","0","5","1","2","3","2","8","14","0","0","5","2","8","11","5","5","3","4","1","3","8","13","5","12","29","1","0","2","1","1"
"ENSMUSG00000000826","2","12","3","78","2","1","56","23","38","21","31","3","31","13","1","33","2","11","19","2","10","5","2","3","2","4","11","8","29","31","51","0","1","31","17","37","40","35","42","5","18","2","24","34","54","17","60","86","2","1","5","1","2"
"ENSMUSG00000000827","1","5","0","17","1","1","23","3","10","6","6","2","5","4","1","9","0","4","7","2","4","2","1","1","2","7","1","3","11","13","19","2","0","9","3","14","11","12","16","5","0","0","4","8","17","6","24","18","1","1","1","0","1"
"ENSMUSG00000000838","1","1","0","13","1","0","33","6","6","2","7","0","6","3","2","6","0","3","6","0","4","3","1","0","2","3","6","2","5","1","10","0","1","5","5","3","14","10","11","1","7","1","8","10","6","4","15","35","2","2","1","0","0"
"ENSMUSG00000000861","1","8","1","25","7","2","12","10","24","11","20","1","14","1","0","24","3","16","10","5","4","3","1","0","2","5","2","0","21","18","37","1","0","18","15","20","28","24","28","4","7","1","20","28","30","23","48","28","3","3","3","0","1"
"ENSMUSG00000000869","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSMUSG00000000876","0","1","0","2","0","0","3","0","1","1","1","0","0","0","1","0","0","0","1","0","0","0","0","0","2","0","0","0","0","1","2","0","0","0","0","1","4","4","2","0","0","0","0","0","2","0","3","3","0","0","0","0","0"
"ENSMUSG00000000881","1","6","0","12","1","0","22","5","2","1","5","1","4","2","0","7","1","6","3","0","2","4","1","0","1","0","4","2","6","6","9","1","1","6","3","7","11","5","12","2","6","0","8","5","16","0","7","33","1","3","0","0","0"
"ENSMUSG00000000884","0","0","0","2","0","0","5","0","0","0","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","3","0","0","0","0","0","3","1","0","0","0","0","0","0","1","0","4","0","0","0","0","0","0"
"ENSMUSG00000000889","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSMUSG00000000901","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0"
"ENSMUSG00000000902","5","3","1","22","0","1","19","8","15","6","11","1","9","1","0","9","2","3","3","2","0","0","1","0","1","1","2","4","10","6","14","0","1","9","6","12","12","13","11","2","7","3","8","10","19","9","21","25","3","1","0","0","0"
"ENSMUSG00000000903","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSMUSG00000000915","2","6","0","22","1","4","37","5","10","5","6","0","5","6","1","9","1","9","4","1","0","0","0","0","2","3","4","1","7","8","16","1","0","2","7","15","5","14","18","3","3","3","5","16","16","2","16","37","1","0","2","2","1"
"ENSMUSG00000000916","0","0","0","6","1","1","3","0","2","0","2","0","0","0","0","3","0","0","1","0","0","1","0","0","0","1","1","1","2","1","0","0","0","0","1","3","1","4","2","0","0","0","0","2","0","0","4","6","0","0","0","0","0"
"ENSMUSG00000000934","0","2","0","11","0","0","4","1","2","0","1","0","2","0","0","2","1","1","0","0","0","0","0","0","0","0","1","0","1","4","2","0","0","0","0","1","6","4","5","0","1","0","2","1","3","1","2","7","0","0","0","0","1"
"ENSMUSG00000000938","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSMUSG00000000942","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSMUSG00000000957","0","0","0","0","0","0","14","0","1","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","1","1","2","2","4","0","0","0","0","1","9","4","0","0","0","0","2","3","5","1","1","5","0","0","0","0","0"
"ENSMUSG00000000958","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSMUSG00000000959","1","1","1","14","1","0","23","3","9","2","8","0","4","1","0","8","1","4","5","0","1","2","1","0","0","1","2","3","8","10","13","0","0","10","7","6","14","11","11","0","4","3","2","12","17","2","31","23","3","0","3","0","4"
"ENSMUSG00000000976","0","0","0","4","1","1","6","2","0","2","0","0","3","0","0","0","1","2","2","0","1","0","0","0","0","1","2","0","1","2","4","0","1","1","2","1","2","3","0","2","1","0","3","1","2","1","5","5","0","0","4","0","0"
"ENSMUSG00000000982","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSMUSG00000000983","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSMUSG00000001014","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSMUSG00000001016","0","2","0","16","1","0","24","1","11","1","5","0","6","2","1","13","3","6","5","1","2","0","1","0","0","0","3","2","6","1","19","2","1","4","4","9","13","18","15","1","7","2","8","12","18","9","20","35","1","1","0","0","1"
"ENSMUSG00000001017","2","9","1","35","3","2","40","10","11","10","8","1","14","2","2","17","0","6","21","2","3","6","0","0","4","4","1","5","19","12","43","0","0","17","12","19","20","25","28","4","12","1","10","19","18","9","46","47","5","1","4","1","3"
"ENSMUSG00000001018","1","8","0","9","2","1","5","4","5","2","2","0","5","2","0","6","0","1","0","2","0","0","0","1","0","0","1","1","3","4","8","0","1","3","0","5","6","8","5","0","3","0","2","6","4","1","10","8","1","0","0","0","0"
"ENSMUSG00000001020","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSMUSG00000001021","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","1","2","0","0","0","0","0"
"ENSMUSG00000001023","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSMUSG00000001025","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0"
"ENSMUSG00000001027","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSMUSG00000001029","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSMUSG00000001034","0","0","0","1","1","1","10","0","2","2","0","0","0","1","0","0","0","2","0","0","1","1","0","0","1","0","1","1","2","0","2","0","0","0","2","4","2","2","2","2","0","0","1","0","1","0","1","11","0","0","1","0","0"
"ENSMUSG00000001036","0","1","0","3","2","0","53","1","1","2","3","0","3","1","1","1","1","6","1","0","2","1","1","0","1","3","0","3","3","8","8","1","1","2","1","0","2","2","2","0","1","0","1","2","3","0","8","30","0","0","1","0","3"
"ENSMUSG00000001039","0","2","0","3","1","1","2","1","5","1","0","0","2","0","0","2","0","0","1","1","0","0","0","0","0","0","0","1","0","1","2","0","0","2","4","0","0","8","5","0","0","0","1","4","4","1","6","5","0","0","0","0","0"
"ENSMUSG00000001052","0","0","0","10","1","1","13","2","5","2","8","0","2","3","0","7","1","3","4","2","2","2","0","0","1","1","1","4","9","3","11","2","1","10","4","6","12","10","5","0","0","0","6","7","10","4","14","12","0","0","3","1","2"
"ENSMUSG00000001053","0","0","0","0","0","0","5","1","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","1","1","0","0","1","0","0","0","0","1","0","0","1","2","0","0","0","0","0","0","0","1","0","0","4","0","0","0","0","0"
"ENSMUSG00000001054","2","3","0","8","0","0","19","3","6","7","3","0","7","2","1","5","2","3","6","2","2","2","0","0","0","4","1","0","4","4","7","0","1","3","6","12","8","5","9","0","3","1","5","14","12","4","16","17","0","1","2","0","1"
"ENSMUSG00000001056","0","3","0","11","0","1","11","3","8","5","1","0","6","0","1","8","1","5","2","0","0","0","0","0","3","1","3","0","6","2","5","0","1","6","4","6","14","13","10","0","2","0","5","6","20","2","27","20","5","0","1","0","1"
"ENSMUSG00000001062","0","0","0","4","1","1","11","2","3","1","2","0","0","0","0","6","0","3","2","0","0","0","1","0","0","0","1","2","3","3","5","0","0","5","2","8","6","7","3","0","4","1","1","3","4","4","5","17","1","0","2","0","0"
"ENSMUSG00000001065","0","0","0","4","0","0","11","1","1","1","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","1","0","1","1","4","0","0","2","0","3","0","1","4","1","0","0","4","2","0","1","1","8","0","0","0","0","0"
"ENSMUSG00000001076","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSMUSG00000001082","1","3","1","4","0","0","8","0","2","2","0","0","0","4","0","1","0","2","3","0","0","0","1","0","2","1","0","1","0","3","2","0","0","2","1","3","1","6","2","2","2","0","3","6","4","0","2","9","1","1","1","0","0"
"ENSMUSG00000001089","0","0","0","19","3","0","26","1","10","6","11","1","5","1","1","11","0","5","6","3","3","0","0","0","3","0","6","1","6","15","14","0","0","5","5","4","11","11","13","1","1","0","3","5","12","4","22","10","1","0","2","1","1"
"ENSMUSG00000001095","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSMUSG00000001098","0","5","0","5","0","0","7","1","4","4","4","0","3","0","0","2","1","3","1","0","0","1","0","0","0","0","3","0","4","1","5","0","0","1","5","6","7","7","3","0","1","2","6","2","3","2","7","8","0","0","0","0","0"
"ENSMUSG00000001100","1","1","1","11","1","0","16","2","14","8","9","0","6","1","1","10","1","3","7","1","0","0","0","0","4","1","1","0","4","3","15","1","1","0","6","4","11","11","14","1","3","0","8","8","7","4","26","19","0","1","1","0","1"
"ENSMUSG00000001103","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSMUSG00000001105","0","4","0","16","2","0","15","6","15","6","6","0","4","2","1","16","3","4","11","2","0","3","0","0","1","1","0","2","9","9","15","0","3","10","17","17","10","14","10","1","4","2","3","9","8","7","17","16","0","1","0","4","2"
"ENSMUSG00000001119","0","0","0","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","57","0","0","0","0","0"
