"Gene","ctl1","ctl2","ctl3","ctl4","ctl5","ctl6","ctl7","dta1","dta2","dta3","dta4","dta5","dta6","dta7","dta8","dta9","dta10","dta11","dta12","dta13","dta14","dta15","dta16","dta17","dta18","dta19","dta20","dta21","dta22","dta23","dta24","dta25","dta26","dta27","dta28","dta29","dta30","dta31","dta32","dta33","dta34","dta35","dta36","dta37","dta38","dta39","dta40","dta41","dta42","dta43","dta44","dta45","dta46"
"ENSMUSG00000037161","1","1","0","0","0","0","0","0","0","6","0","0","3","0","0","6","0","0","0","1","0","0","0","0","0","2","0","0","0","5","0","0","0","0","0","0","1","16","0","0","1","0","0","0","1","0","6","1","0","0","0","0","0"
"ENSMUSG00000037166","0","0","0","1","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","2","0","1","0","0","0","2","0","0","0","0","0"
"ENSMUSG00000037167","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSMUSG00000037169","0","0","1","8","0","0","4","1","3","0","2","0","1","1","0","0","1","0","4","0","2","1","0","0","0","0","0","0","6","2","1","1","0","0","1","2","9","2","2","1","3","0","6","7","5","4","5","13","0","0","0","1","0"
"ENSMUSG00000037171","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSMUSG00000037174","0","3","0","6","1","1","6","0","0","1","2","0","1","0","0","3","1","4","1","0","0","1","0","0","1","2","0","1","1","2","5","0","0","2","1","4","1","1","6","0","0","0","1","4","1","0","6","12","2","0","1","0","0"
"ENSMUSG00000037185","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSMUSG00000037188","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSMUSG00000037190","0","0","0","7","0","1","0","2","6","3","2","0","5","1","0","2","1","3","5","1","1","2","1","1","1","0","0","2","2","4","5","0","0","3","2","4","4","3","6","0","1","0","1","3","1","0","7","8","1","2","0","1","1"
"ENSMUSG00000037196","0","0","0","0","0","0","2","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","4","0","0","1","0","3","0","1","1","0","0","0","0","1","0","2","3","1","1","0","0","0","0"
"ENSMUSG00000037197","0","3","0","24","1","6","31","3","11","8","5","0","7","1","0","19","0","8","6","2","4","2","0","0","4","5","3","3","12","9","23","0","0","9","6","8","8","22","16","3","6","0","7","24","21","3","31","22","2","1","3","0","1"
"ENSMUSG00000037202","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSMUSG00000037204","0","2","0","14","1","1","14","3","2","5","5","0","4","0","1","5","2","1","5","0","0","0","0","0","0","0","2","0","3","9","18","0","1","3","7","3","12","13","10","0","3","2","3","2","10","1","25","23","3","0","0","1","0"
"ENSMUSG00000037206","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","1","2","0","0","2","0","1","1","0","0","0","0","0","0","6","0","0","0","0","0"
"ENSMUSG00000037210","0","0","1","6","4","2","17","0","1","3","5","0","1","2","0","0","0","1","5","0","2","1","0","0","3","2","2","4","3","4","4","1","0","3","3","6","3","3","7","3","5","1","5","6","4","5","7","33","0","0","2","0","0"
"ENSMUSG00000037211","0","2","0","1","0","0","12","0","1","0","0","0","0","1","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","8","0","0","0","0","1","0","0","0","0","0","0","1","0","0","1","2","5","0","0","0","0","0"
"ENSMUSG00000037214","0","1","0","6","0","0","1","1","2","0","0","0","1","1","0","1","0","1","4","1","0","0","0","0","0","0","0","0","0","0","8","0","0","1","1","4","1","0","4","0","1","2","1","5","7","0","8","6","1","0","0","1","0"
"ENSMUSG00000037216","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","1","0","0","0","0","0","0","0","0","1","2","1","1","0","1","0","0"
"ENSMUSG00000037217","3","22","2","48","0","2","46","6","32","13","15","0","20","11","2","37","3","12","17","4","5","4","1","0","3","4","12","4","29","23","43","2","1","21","22","19","35","34","24","2","7","3","12","36","14","8","43","82","4","3","4","1","7"
"ENSMUSG00000037221","0","6","0","24","1","1","17","3","10","5","5","1","8","0","2","12","1","2","4","0","3","1","0","2","0","3","6","2","13","7","20","0","1","9","6","11","11","18","26","3","4","0","6","6","27","4","23","37","2","3","1","0","1"
"ENSMUSG00000037224","0","0","2","4","3","0","31","0","1","1","3","0","1","2","1","3","0","1","1","0","0","6","1","0","0","2","4","3","3","2","12","0","0","1","2","7","1","3","5","3","0","0","5","0","3","4","3","43","1","0","0","1","1"
"ENSMUSG00000037225","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSMUSG00000037234","0","0","0","11","4","2","12","3","0","1","1","0","1","3","1","2","0","2","5","0","1","2","0","0","0","6","2","0","3","7","7","0","1","5","0","2","5","4","2","1","1","0","2","5","7","3","7","12","0","0","1","1","0"
"ENSMUSG00000037235","0","2","0","12","1","1","74","8","2","9","8","0","5","1","1","0","3","1","3","0","1","1","1","0","3","0","7","3","1","4","14","0","0","2","5","5","2","6","1","0","0","1","1","2","2","0","12","36","0","0","0","0","0"
"ENSMUSG00000037236","1","4","2","34","2","0","40","10","21","9","9","0","17","4","1","13","2","9","8","2","3","5","1","2","2","4","6","6","20","16","36","0","2","19","14","16","21","22","17","2","5","2","11","24","21","2","21","46","2","3","1","2","2"
"ENSMUSG00000037239","0","0","0","0","1","0","9","0","1","3","0","0","0","2","0","0","1","0","0","0","0","1","0","0","0","0","0","0","2","2","2","0","0","0","0","0","2","2","1","0","0","0","2","3","0","0","0","11","0","0","0","0","0"
"ENSMUSG00000037242","0","2","2","3","0","0","27","1","1","4","0","0","3","0","1","2","1","1","1","2","0","2","0","0","2","1","2","2","1","1","4","0","1","0","0","2","1","0","1","0","0","2","3","0","1","1","5","8","0","0","0","0","0"
"ENSMUSG00000037243","0","0","0","2","2","2","15","0","0","0","1","0","0","0","0","0","0","0","3","0","0","1","1","0","0","0","0","0","0","1","4","0","0","0","1","0","0","1","0","2","2","0","0","1","0","0","0","4","0","0","1","0","0"
"ENSMUSG00000037246","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSMUSG00000037251","1","2","1","5","0","0","2","2","7","1","4","0","0","2","0","0","2","0","2","0","1","1","0","0","0","1","0","0","4","3","7","0","0","2","0","2","2","3","2","2","3","0","1","3","3","3","1","4","1","1","0","2","0"
"ENSMUSG00000037253","0","3","0","6","0","0","10","4","6","5","8","0","2","5","0","4","0","1","4","2","0","2","1","0","0","1","2","0","2","7","10","1","0","4","2","5","2","4","3","0","5","0","3","6","4","4","10","15","0","0","2","0","0"
"ENSMUSG00000037254","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","0","0"
"ENSMUSG00000037257","3","4","0","34","4","0","34","4","18","14","15","0","9","9","2","17","5","9","17","1","3","1","1","0","3","4","4","4","9","13","28","1","1","7","2","13","19","14","23","0","7","2","5","11","15","5","20","30","1","3","1","1","1"
"ENSMUSG00000037259","2","2","1","15","0","0","11","4","11","5","5","0","3","3","1","10","0","1","7","1","0","1","1","0","0","1","5","1","4","7","17","2","0","10","1","10","6","4","15","3","3","0","4","7","10","3","16","22","4","0","2","0","0"
"ENSMUSG00000037260","0","5","1","16","1","2","12","3","5","5","5","0","2","1","2","8","2","2","7","1","0","4","1","0","1","0","2","1","6","4","16","0","1","8","8","2","3","5","5","0","1","0","8","3","3","3","16","15","2","0","0","1","2"
"ENSMUSG00000037262","0","0","0","1","0","0","7","0","0","2","0","0","2","0","0","2","0","0","2","0","1","0","0","0","0","1","1","1","2","4","2","1","0","1","2","2","0","2","5","3","0","0","1","3","4","2","9","11","1","0","1","0","0"
"ENSMUSG00000037263","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSMUSG00000037266","1","2","0","20","18","8","97","5","9","8","10","0","5","2","1","14","1","2","4","1","3","1","1","2","1","5","6","4","2","15","21","0","0","3","7","7","12","11","9","5","4","1","4","13","8","6","27","75","0","1","7","0","3"
"ENSMUSG00000037275","0","0","0","6","1","0","7","1","1","0","0","0","0","1","0","1","0","2","1","0","0","0","0","0","0","1","1","0","0","6","7","0","1","2","1","1","7","5","4","3","0","1","1","2","3","1","3","9","0","0","0","1","0"
"ENSMUSG00000037278","0","1","1","3","0","0","2","0","1","3","2","0","2","1","0","3","1","1","0","0","1","1","0","1","0","0","1","0","1","0","4","0","0","1","0","0","4","2","1","0","2","3","0","0","2","1","0","7","2","0","0","0","0"
"ENSMUSG00000037279","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSMUSG00000037280","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSMUSG00000037286","0","1","1","6","0","0","10","0","3","3","0","0","0","0","0","0","1","1","0","0","0","2","0","0","0","0","1","0","1","2","3","0","0","0","0","0","0","2","1","1","0","0","0","2","1","1","1","10","1","0","0","1","0"
"ENSMUSG00000037287","0","2","0","10","3","1","15","3","1","4","4","0","1","0","0","3","0","3","4","1","0","0","0","0","3","2","0","1","7","7","11","0","0","6","3","3","8","11","13","1","1","3","2","6","6","2","9","18","0","0","1","1","0"
"ENSMUSG00000037295","0","0","0","1","0","0","15","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","1","0","0","0","2","0","0","0","3","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","13","0","0","0","0","0"
"ENSMUSG00000037296","0","5","0","6","0","1","10","2","7","3","2","0","6","2","1","11","0","1","6","0","1","2","0","1","0","0","0","1","7","3","7","0","1","2","6","11","4","5","6","0","3","0","2","1","9","7","15","13","1","0","3","0","1"
"ENSMUSG00000037300","0","5","0","5","2","0","16","0","8","3","5","0","5","3","1","5","0","4","5","0","0","0","0","2","3","0","1","0","3","4","11","0","0","2","5","3","7","7","5","1","2","0","4","3","9","4","8","15","1","1","0","0","0"
"ENSMUSG00000037306","0","0","1","3","1","0","42","6","1","1","0","0","1","2","2","1","1","0","0","0","0","1","2","0","0","0","8","7","0","1","4","0","0","0","0","4","0","0","0","0","0","0","0","1","0","1","1","14","0","0","0","0","0"
"ENSMUSG00000037307","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSMUSG00000037313","0","0","0","2","0","0","0","0","1","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","2","0","0","1","0","0","0","1","0","3","6","0","0","1","0","0"
"ENSMUSG00000037315","0","0","0","4","0","0","2","0","2","0","4","0","1","1","0","0","0","0","0","0","0","0","0","0","0","2","0","1","0","1","3","0","0","1","0","0","1","4","0","1","2","0","1","1","4","0","1","3","0","0","1","0","0"
"ENSMUSG00000037316","2","3","0","21","2","0","14","2","8","1","2","1","5","0","0","6","0","1","5","1","0","2","0","0","1","0","0","0","2","1","12","0","0","5","5","8","6","3","5","0","0","0","1","3","10","0","10","14","0","0","0","0","3"
"ENSMUSG00000037318","0","0","0","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","5","0","0","0","0","0"
"ENSMUSG00000037321","0","0","0","0","0","0","4","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","4","0","0","0","0","0"
"ENSMUSG00000037325","0","0","0","2","0","0","2","1","0","2","1","0","0","2","0","1","1","0","0","0","0","0","0","0","0","0","1","0","3","1","3","0","0","0","1","0","1","2","2","0","1","0","0","2","2","2","2","3","0","0","1","0","0"
"ENSMUSG00000037326","0","10","1","40","8","4","25","8","22","10","31","0","6","4","0","24","2","12","14","0","11","5","0","3","2","16","3","2","15","10","35","1","0","21","9","21","31","21","32","13","14","1","13","27","30","12","31","48","2","2","18","0","2"
"ENSMUSG00000037331","2","13","4","47","8","2","32","9","26","22","19","0","17","5","2","26","1","11","15","3","2","0","0","1","3","4","4","1","15","34","36","2","2","10","19","13","29","38","27","4","9","5","10","35","35","21","62","56","5","2","3","1","1"
"ENSMUSG00000037334","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSMUSG00000037335","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSMUSG00000037336","0","0","0","1","0","0","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"ENSMUSG00000037337","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"ENSMUSG00000037339","0","2","0","3","0","0","4","0","2","1","3","0","0","1","0","3","0","0","0","0","1","1","0","0","0","0","0","0","0","1","1","0","0","5","0","2","0","0","3","0","0","0","0","4","1","0","7","2","0","0","0","1","1"
"ENSMUSG00000037341","1","6","1","23","4","2","12","2","8","4","12","1","4","1","1","11","1","8","9","5","4","2","0","2","3","5","3","1","4","15","18","0","2","8","3","10","4","13","18","6","3","2","5","9","13","3","20","23","1","0","2","0","1"
"ENSMUSG00000037343","0","2","0","7","1","2","10","1","1","2","3","0","0","0","1","1","0","2","1","0","1","2","0","0","0","2","1","0","1","2","3","0","1","1","5","0","2","6","1","2","2","0","5","1","6","1","9","14","0","1","4","1","0"
"ENSMUSG00000037344","0","1","0","2","1","0","7","1","1","1","0","0","0","0","1","0","2","0","0","0","1","0","2","0","0","1","3","1","1","1","2","0","0","2","0","2","3","2","1","0","3","1","2","2","3","1","2","14","0","0","1","0","0"
"ENSMUSG00000037346","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSMUSG00000037347","0","1","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0"
"ENSMUSG00000037348","3","15","0","37","1","0","5","5","20","11","20","0","11","9","2","21","2","4","2","9","2","9","0","0","1","2","1","1","10","19","27","1","3","17","6","14","16","22","30","0","5","4","32","22","21","10","37","17","1","0","2","0","3"
"ENSMUSG00000037349","0","3","1","8","0","0","7","0","5","5","2","0","3","2","0","2","0","2","2","0","3","2","0","0","2","1","2","0","2","0","5","0","0","3","0","3","4","6","3","0","3","0","2","5","4","0","5","8","0","0","1","0","0"
"ENSMUSG00000037351","1","12","1","44","6","1","71","9","29","16","21","1","14","8","2","36","3","20","16","5","5","8","3","3","9","8","6","6","14","21","35","3","2","29","15","22","34","38","35","7","13","2","18","25","53","13","70","59","7","2","10","4","3"
"ENSMUSG00000037353","0","2","0","15","0","0","15","2","4","2","8","0","4","1","1","7","0","2","3","0","5","0","0","0","2","1","2","0","2","3","6","0","0","7","2","3","9","2","6","1","5","2","3","4","7","2","15","18","0","0","1","1","1"
"ENSMUSG00000037355","0","1","0","0","0","0","3","0","1","1","1","0","0","0","0","1","0","0","1","0","0","1","0","0","0","0","4","1","0","1","2","0","0","0","0","0","2","1","0","0","0","1","1","2","1","1","2","5","0","0","2","0","1"
"ENSMUSG00000037358","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSMUSG00000037361","0","6","3","21","0","1","19","5","15","11","11","1","12","1","1","23","1","17","9","2","2","1","0","0","6","2","3","1","12","11","30","1","0","17","19","15","15","30","13","0","7","5","5","11","32","10","27","23","0","3","0","2","2"
"ENSMUSG00000037362","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSMUSG00000037363","0","0","0","1","1","1","8","1","2","2","2","0","1","0","0","1","1","2","1","1","0","2","0","0","0","1","3","1","3","0","4","0","0","3","2","0","1","0","1","0","2","0","3","1","2","0","4","7","0","0","1","0","0"
"ENSMUSG00000037364","2","2","1","28","8","7","36","5","10","3","12","0","8","6","2","2","0","3","5","0","5","2","3","0","2","1","4","1","10","13","9","0","0","1","4","8","8","5","6","2","9","0","6","14","9","6","16","32","1","1","0","0","4"
"ENSMUSG00000037366","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","4","0","0","0","1","0","1","1","0","0","0","0","0","2","0","2","1","2","3","0","0","0","0","0"
"ENSMUSG00000037369","0","1","0","0","3","0","8","1","1","1","0","1","3","2","0","4","0","1","2","0","0","5","0","0","3","0","2","2","0","2","2","0","0","1","0","0","1","2","0","0","1","0","0","1","2","1","1","10","0","0","2","1","1"
"ENSMUSG00000037370","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0"
"ENSMUSG00000037373","1","8","1","47","2","1","72","7","16","13","14","1","13","5","1","24","6","10","13","4","3","2","0","0","3","1","11","1","19","19","36","0","0","16","10","23","19","29","36","5","5","2","12","14","30","11","41","64","3","0","1","2","0"
"ENSMUSG00000037375","0","0","0","4","0","0","6","0","1","0","1","0","1","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","2","2","0","0","1","1","0","2","0","4","0","0","0","0","1","1","0","1","3","0","0","1","0","0"
"ENSMUSG00000037376","0","0","0","8","0","0","7","3","2","4","2","0","2","0","0","5","1","3","3","1","3","2","0","0","1","2","2","1","2","2","9","2","0","5","2","1","5","3","2","1","1","0","3","1","2","0","5","10","1","0","1","0","2"
"ENSMUSG00000037379","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"ENSMUSG00000037386","0","0","1","8","0","0","29","2","2","1","1","0","3","2","1","3","1","0","1","0","1","5","0","0","2","0","4","3","4","5","4","0","0","1","1","2","0","6","2","0","3","0","2","1","3","3","12","25","0","0","0","1","0"
"ENSMUSG00000037393","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSMUSG00000037395","0","0","0","12","1","1","15","1","3","0","1","0","2","1","0","1","0","2","0","0","1","0","0","0","3","0","0","1","2","3","4","0","1","3","2","2","3","0","4","0","1","0","1","1","1","0","10","17","0","0","1","0","0"
"ENSMUSG00000037400","0","1","0","8","1","1","10","3","3","5","3","0","2","1","0","1","0","3","5","3","1","1","1","0","0","1","2","0","3","4","4","0","0","0","3","2","1","7","3","0","3","0","4","1","4","2","0","24","0","0","4","0","0"
"ENSMUSG00000037405","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSMUSG00000037406","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSMUSG00000037408","0","0","0","1","0","0","16","1","0","1","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","1","3","0","0","3","0","0","1","0","1","2","1","1","0","0","0","1","0","0","1","1","7","1","0","0","0","0"
"ENSMUSG00000037410","0","0","0","0","0","0","10","0","0","0","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","3","0","0","0","0","0","0","1","0","0","0","1","8","0","0","0","0","0"
"ENSMUSG00000037411","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSMUSG00000037415","0","1","1","7","1","1","6","1","5","1","2","0","2","1","1","6","0","3","1","2","2","0","0","1","1","0","2","0","3","4","7","0","0","1","3","4","3","4","8","1","1","1","3","3","4","4","6","7","1","1","1","1","0"
"ENSMUSG00000037416","1","2","0","7","4","5","17","6","7","3","5","1","8","1","0","10","2","7","7","0","3","4","2","0","1","1","3","2","9","9","14","0","2","4","6","13","4","4","9","1","1","3","2","7","13","6","14","22","3","1","1","0","1"
"ENSMUSG00000037418","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSMUSG00000037419","0","0","0","1","0","0","3","0","0","1","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","2","1","0","1","1","0","0","1","1","0","3","1","0","0","0","1","1","0","0","0","2","9","0","0","0","0","0"
"ENSMUSG00000037424","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSMUSG00000037426","0","5","0","8","5","1","27","4","3","6","4","0","1","3","0","6","0","0","2","0","1","1","1","0","0","1","3","2","2","8","13","0","0","3","3","2","3","5","12","1","7","0","4","5","10","3","14","13","0","0","6","1","0"
"ENSMUSG00000037428","0","0","0","0","0","0","20","0","1","9","0","0","0","1","1","0","0","1","0","0","3","0","1","0","0","0","4","2","0","2","20","2","0","0","0","0","0","3","0","0","1","0","0","4","0","0","2","19","0","0","0","0","0"
"ENSMUSG00000037432","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSMUSG00000037434","1","0","0","2","0","1","4","0","2","2","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","2","0","0","0","3","6","0","0","3","3","1","5","5","3","2","3","0","2","3","1","1","14","17","1","0","0","0","0"
"ENSMUSG00000037437","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"ENSMUSG00000037440","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSMUSG00000037443","0","0","0","6","0","0","6","0","5","0","0","0","1","0","0","0","0","4","1","0","2","0","0","0","0","2","0","1","0","2","6","1","3","2","2","1","1","4","3","1","1","1","0","4","2","3","1","9","0","0","0","1","0"
"ENSMUSG00000037446","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSMUSG00000037447","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","0","1","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"ENSMUSG00000037451","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSMUSG00000037455","0","0","0","4","0","1","2","0","2","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","1","1","2","4","0","0","2","1","1","2","5","0","0","0","1","2","1","0","2","2","3","0","0","0","0","0"
"ENSMUSG00000037458","2","9","0","25","6","2","22","2","12","8","10","1","8","4","1","10","0","11","9","1","5","1","1","1","2","3","5","3","11","12","29","1","0","14","4","17","9","8","18","2","6","0","11","8","14","3","20","39","1","1","2","2","2"
"ENSMUSG00000037461","0","1","3","15","6","0","17","2","2","7","1","0","2","6","0","4","0","0","5","0","1","2","2","1","0","1","3","3","4","5","11","1","0","3","4","9","9","5","6","1","4","3","3","4","9","2","11","22","0","1","1","1","0"
"ENSMUSG00000037463","0","0","0","4","3","1","5","1","2","3","5","0","1","0","0","3","0","1","2","0","0","2","0","0","3","1","2","1","11","3","7","0","0","5","4","3","7","5","9","1","2","1","4","1","4","4","10","16","0","0","5","0","1"
"ENSMUSG00000037465","0","0","0","1","1","0","6","0","1","2","1","0","0","0","0","0","0","0","0","0","0","2","0","0","1","0","2","2","1","0","0","0","0","2","1","1","0","0","1","0","0","0","1","1","0","1","0","4","0","0","0","0","0"
"ENSMUSG00000037466","0","0","0","1","0","0","0","0","4","0","0","0","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0"
