"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
3.48337192256058e-05,-0.686954508630852,0.095,0.2,0.663895854720821,"0","Ldhb"
3.63695836705909e-05,0.585227032284659,0.587,0.499,0.693167895177791,"0","Mtcl1"
3.85949001480361e-05,-0.71827858235235,0.12,0.229,0.735580201921419,"0","Dag1"
3.93480138831019e-05,-1.15668826643389,0.068,0.151,0.74993379659804,"0","Nxph4"
3.94227440377189e-05,0.530654181726401,0.485,0.409,0.751358078614884,"0","Scn1b"
4.06062928708456e-05,-1.46382844207758,0.058,0.176,0.773915335825447,"0","Klf12"
4.18185116516978e-05,0.828907048410656,0.667,0.468,0.797019013569709,"0","Gabrd"
4.36879101041947e-05,-0.521693838053644,0.089,0.159,0.832647878675847,"0","Pag1"
4.38223604515554e-05,0.918723069119683,0.213,0.163,0.835210367846194,"0","Ppargc1b"
4.57049123453515e-05,-2.88798609295645,0.013,0.102,0.871089924390055,"0","Vav2"
4.67526826184668e-05,-1.97521251979304,0.078,0.258,0.891059378025358,"0","Tubb2b"
4.67689050785509e-05,0.289251549676035,0.684,0.678,0.891368561892101,"0","Adgrl1"
4.7465828257283e-05,0.78491489333727,0.674,0.511,0.904651220755558,"0","Scn2a"
4.77811110345066e-05,0.985657366092484,0.375,0.257,0.910660195206661,"0","Cdc42bpg"
4.87452916679036e-05,-2.69201232274752,0.016,0.102,0.929036513898574,"0","Jam2"
4.89892340255615e-05,-3.03630520473331,0.021,0.138,0.933685811293176,"0","Ntn1"
5.19909525815117e-05,-1.83157151022938,0.065,0.213,0.990895565251032,"0","Mgat5b"
5.28503961042636e-05,-2.98275670019861,0.092,0.263,1,"0","Igfbpl1"
5.40503755809e-05,-1.80604568058351,0.031,0.115,1,"0","Slc1a4"
5.4603647426748e-05,0.956378806564485,0.432,0.298,1,"0","Gprc5c"
5.50276277355641e-05,-1.35417808455149,0.061,0.181,1,"0","Tubb5"
5.70394509298108e-05,-0.899242569747548,0.11,0.247,1,"0","Eef1a1"
6.02790637365408e-05,-2.7336196313855,0.055,0.136,1,"0","Pltp"
6.15580535249969e-05,-1.09131378383764,0.169,0.324,1,"0","Ube2ql1"
6.29654462920908e-05,-1.61990562869807,0.104,0.281,1,"0","Scrt2"
6.63379695633761e-05,0.571171189105736,0.733,0.608,1,"0","Car10"
6.95844469807815e-05,0.885670886083609,0.704,0.52,1,"0","Ablim1"
7.15828026184069e-05,-3.16846669351517,0.03,0.17,1,"0","Zeb2"
7.33935563924767e-05,-1.75000428463786,0.066,0.21,1,"0","Fads2"
7.38382863710943e-05,0.603475911715224,0.634,0.559,1,"0","Ski"
7.58426739426524e-05,-1.95284643379423,0.036,0.14,1,"0","Pid1"
7.58427049666797e-05,-1.33767909983564,0.129,0.304,1,"0","Tmsb4x"
7.64628573081133e-05,-1.40996642787576,0.066,0.176,1,"0","Mex3b"
7.73632947773327e-05,0.596642953640919,0.825,0.713,1,"0","Cnpy1"
7.8457389426698e-05,-0.486535367637843,0.185,0.297,1,"0","Tspan13"
7.8769839479775e-05,0.483952663941912,0.68,0.628,1,"0","Agap3"
7.91721422589603e-05,-3.13869459492428,0.03,0.106,1,"0","Slc7a10"
8.03180130267172e-05,-1.53024290727176,0.075,0.166,1,"0","March11"
8.14799639789542e-05,-0.907613149526925,0.165,0.323,1,"0","Zbtb20"
8.14923311560213e-05,-1.1451281720811,0.157,0.322,1,"0","Sdc3"
8.68832487457512e-05,-0.266246760269871,0.149,0.232,1,"0","Zc3h4"
8.82629503451463e-05,0.422297576296811,0.697,0.619,1,"0","Dpf3"
8.86678716775176e-05,-2.08455943034755,0.054,0.189,1,"0","Ptprz1"
9.26842722387261e-05,-2.22498731307795,0.03,0.159,1,"0","Nsmf"
9.62142605920144e-05,-0.933449424290663,0.108,0.201,1,"0","Sfxn5"
0.000100080127117714,-1.31843562101473,0.058,0.153,1,"0","Dusp10"
0.000102445427730531,0.831192835651704,0.553,0.404,1,"0","Gas7"
0.00010297456107029,-0.437522022782138,0.076,0.134,1,"0","Rhbdf1"
0.000106142987023116,-1.51525362441941,0.028,0.103,1,"0","Erbin"
0.000111221287158023,-0.313559302633118,0.13,0.21,1,"0","Spred1"
0.000123126215141307,-1.31757343560306,0.056,0.156,1,"0","Pik3c2b"
0.000124604161250735,-2.75958689298238,0.051,0.152,1,"0","Trf"
0.000132167941230129,-2.62608408508642,0.031,0.146,1,"0","Adgrg1"
0.000135393813209281,-2.49501388363868,0.044,0.184,1,"0","Gria3"
0.000143846491499858,-1.18934340081196,0.094,0.24,1,"0","Dzip1"
0.000147152702564538,-0.437398779582836,0.081,0.149,1,"0","Paqr4"
0.000150416796286057,-0.577196033975797,0.074,0.136,1,"0","Dscam"
0.000152986834225132,-0.323090668394825,0.169,0.245,1,"0","Pdlim7"
0.000162118030172031,-0.354662387903597,0.291,0.419,1,"0","Apc"
0.00016784328267886,-0.4096549276825,0.125,0.208,1,"0","Slc38a10"
0.000171131279060237,1.18306562764954,0.427,0.262,1,"0","Tbata"
0.000172122263529846,-1.240671268451,0.067,0.18,1,"0","Atat1"
0.000177089522847882,-0.868512783789509,0.153,0.302,1,"0","Rrbp1"
0.000182044457132382,-2.7234791828738,0.06,0.161,1,"0","Gja1"
0.000183402170891295,-1.47039232069583,0.05,0.154,1,"0","Dchs1"
0.000184325184131915,-1.51270119804512,0.07,0.197,1,"0","Dcx"
0.000190794912641353,1.09047680833793,0.414,0.266,1,"0","Rims3"
0.000194634207322959,0.590363005964433,0.574,0.458,1,"0","Syt4"
0.000196514334431063,-0.933840827613363,0.063,0.147,1,"0","Rbms1"
0.000200715522759523,-1.2085035226249,0.038,0.108,1,"0","Gnai2"
0.000200878573548368,0.772146176944252,0.693,0.538,1,"0","Sept8"
0.000204626275077395,-0.379549844214213,0.078,0.138,1,"0","Klhl24"
0.000207074088951479,0.655276703075988,0.643,0.512,1,"0","Gabrb2"
0.000210953076954264,0.494781153371126,0.767,0.665,1,"0","Ackr1"
0.000212368914868192,0.769212276895961,0.454,0.381,1,"0","Ccdc28b"
0.00022286192443916,-0.741398480619033,0.114,0.223,1,"0","Eps15"
0.000232176862392783,0.806987924042659,0.558,0.434,1,"0","Mical2"
0.000249376040501752,-2.47702728964221,0.043,0.15,1,"0","Serpinh1"
0.000251412860764633,-0.473493458370408,0.393,0.558,1,"0","Wsb1"
0.000257985816632305,-2.32341158833585,0.027,0.136,1,"0","Igdcc4"
0.000258328908416462,-1.04305857582368,0.12,0.247,1,"0","Trim67"
0.000259663114244843,-3.12114087558963,0.015,0.124,1,"0","Kirrel"
0.000262678787476887,-2.61155032010581,0.016,0.11,1,"0","Dock1"
0.000271234080102295,-0.575905919879946,0.07,0.13,1,"0","Kcnd3"
0.000274371071589633,-1.62923628092882,0.032,0.101,1,"0","Mex3a"
0.000278053322011869,-2.55655965097884,0.023,0.111,1,"0","Ppp1r16b"
0.000281231025487962,-3.07076160564034,0.025,0.14,1,"0","Whrn"
0.000300040294830561,0.853220917072416,0.436,0.325,1,"0","Ralyl"
0.000306356125531706,0.863750721414116,0.544,0.399,1,"0","Kcnk10"
0.00030649627326918,0.555019128574796,0.715,0.635,1,"0","Abhd16a"
0.000309587937393111,-0.39397283392898,0.088,0.142,1,"0","Cep85l"
0.00031068800062117,0.470824167760465,0.452,0.406,1,"0","Kcnd2"
0.000315742617346481,-0.2800570690613,0.671,0.79,1,"0","Hnrnpa2b1"
0.000320074095817027,-2.1462657924266,0.021,0.101,1,"0","Inppl1"
0.000320606572727343,0.890087457271521,0.139,0.103,1,"0","Car9"
0.000327243060482522,-0.682098769800398,0.105,0.204,1,"0","Smox"
0.000333485000913891,0.387569564252225,0.881,0.811,1,"0","Nrxn2"
0.000339157473668203,-0.643817101393581,0.218,0.339,1,"0","Map3k1"
0.000342444359419986,0.687782534231997,0.439,0.365,1,"0","Lin7a"
0.000345053521853046,-0.272659219681892,0.078,0.134,1,"0","Ybx1"
0.000349623283814153,-0.475593405853695,0.128,0.22,1,"0","Atrnl1"
0.000364870376302507,-1.52844177740971,0.046,0.115,1,"0","Lrig1"
0.000378225898227826,0.748597797545559,0.321,0.25,1,"0","Olfm3"
0.000394104251633866,-0.457804915274655,0.062,0.109,1,"0","Amn1"
0.000399305793715793,-2.46545441856532,0.06,0.263,1,"0","mt-Nd3"
0.000402774377739981,-0.384298986296594,0.062,0.11,1,"0","Acox3"
0.000402955401929028,-2.14605560778238,0.039,0.176,1,"0","Tmeff1"
0.000412187870757779,-0.276570504087673,0.194,0.297,1,"0","Ergic3"
0.000414685118560754,-0.680695565245619,0.334,0.485,1,"0","Nebl"
0.000416979511209744,-0.802179273865983,0.103,0.228,1,"0","Gnb1"
0.000432259057079261,-0.50814082778166,0.134,0.223,1,"0","Cdk5r1"
0.000433155710373168,1.05638471789054,0.338,0.233,1,"0","Cnnm1"
0.00043424630114937,-0.301755361306418,0.075,0.124,1,"0","Arhgap20"
0.000438064051552663,-2.46965078055316,0.028,0.104,1,"0","Id4"
0.00044471247478531,-0.407849354563266,0.061,0.11,1,"0","Zeb1"
0.000452730042841458,0.885490745426447,0.12,0.087,1,"0","Tnfsf13"
0.000454170462762085,-0.922713358301187,0.051,0.125,1,"0","Nnt"
0.000457364612768357,-2.34427712874653,0.02,0.106,1,"0","Rab34"
0.000468525932777977,0.71151354485478,0.448,0.378,1,"0","Rnf123"
0.000476307440231937,-1.32599147739541,0.043,0.125,1,"0","Pitpnm3"
0.00047871392036629,0.857374070505523,0.413,0.311,1,"0","Ablim3"
0.000484428902299106,-1.90593775686677,0.028,0.101,1,"0","Plppr1"
0.00049729886484146,-0.426244443865335,0.058,0.11,1,"0","Cdkn1a"
0.000497428332622648,-2.58442662222001,0.032,0.128,1,"0","Ccnd2"
0.000499676907079314,-2.57906819411899,0.02,0.112,1,"0","Slc32a1"
0.00050226495007198,-0.250335856183601,0.117,0.181,1,"0","Cyfip1"
0.000505749342680655,-1.06587139427732,0.106,0.221,1,"0","Lgmn"
0.000507510447186696,1.02475880433049,0.451,0.311,1,"0","Rgl3"
0.000509202414469342,-0.465947093149807,0.163,0.266,1,"0","Ndn"
0.000509465638658781,-0.306832918887233,0.23,0.328,1,"0","Sqle"
0.000522426863244382,0.801123562912294,0.263,0.201,1,"0","Slc29a4"
0.000538273976254163,-1.32512405606276,0.067,0.163,1,"0","Heg1"
0.000543260612709119,0.375503212807041,0.698,0.648,1,"0","Snrpn"
0.000557666964827668,-0.744659992526207,0.091,0.199,1,"0","Cfl1"
0.000568658251877542,0.373672147489903,0.696,0.655,1,"0","Abca2"
0.000588217996219199,-0.554333488829883,0.131,0.248,1,"0","Eid1"
0.000593927289632576,-0.561036929862559,0.095,0.187,1,"0","Osbpl1a"
0.000603486172250491,-0.933111629999668,0.061,0.142,1,"0","Vangl2"
0.0006184033174987,0.459430827088188,0.747,0.653,1,"0","Asph"
0.000619191797550115,1.11802843604298,0.317,0.21,1,"0","Tmem266"
0.000626941999394649,-0.307626352940512,0.111,0.187,1,"0","Gabarapl1"
0.000632858721148201,-1.07298997469815,0.068,0.175,1,"0","Rab31"
0.000652345290883664,0.403294589016346,0.814,0.707,1,"0","Dgkz"
0.000653540975671087,-1.20772788729221,0.075,0.201,1,"0","Tubb2a"
0.000669102884953976,0.73087644892197,0.528,0.443,1,"0","Pan3"
0.000679616774622618,-1.68549573356604,0.06,0.195,1,"0","Gdpd5"
0.000683916806631553,-0.727672366989484,0.088,0.164,1,"0","Erbb4"
0.000686726304404689,-2.56012715319035,0.03,0.117,1,"0","Hepacam"
0.00069263251883276,-1.3636915440727,0.058,0.169,1,"0","Arnt2"
0.000693576162432824,-0.712037747454949,0.105,0.211,1,"0","Daam1"
0.000698147294884941,-2.00798023229038,0.035,0.137,1,"0","Psd2"
0.000705418090406023,-1.9351643735629,0.041,0.127,1,"0","Vim"
0.000710117493729315,0.387203048402768,0.648,0.593,1,"0","Ntm"
0.000730167387596382,-2.53955739028078,0.023,0.105,1,"0","Htra1"
0.00073571519062551,-2.2791635568503,0.027,0.108,1,"0","Metrn"
0.000735875240540372,-0.461648977603417,0.051,0.107,1,"0","Pgam1"
0.000752753208717957,-2.70898413437874,0.022,0.105,1,"0","Timp4"
0.000764359950428381,-2.00244194088189,0.054,0.186,1,"0","Cttnbp2"
0.000766376751378521,-1.31478503583066,0.056,0.153,1,"0","Cdk14"
0.000791351618358534,-1.9599387724413,0.037,0.14,1,"0","Timp3"
0.000792922808293445,-1.07141939896986,0.096,0.23,1,"0","Neo1"
0.000803982621196779,-2.97294175690163,0.036,0.161,1,"0","Kit"
0.000805720057918378,-0.716716362748998,0.126,0.199,1,"0","Tfrc"
0.000806090804728375,-0.33748330060626,0.058,0.105,1,"0","Ttbk2"
0.000829529392717291,-0.330076492649477,0.057,0.1,1,"0","Adck1"
0.000844783609418936,0.337491633332116,0.728,0.678,1,"0","Shank3"
0.000846750351389408,-2.52617304775104,0.026,0.135,1,"0","Spock3"
0.000859944757204545,0.345785219949596,0.907,0.832,1,"0","Sept3"
0.000860308111513334,0.47301224942355,0.567,0.511,1,"0","Agap2"
0.000860957522832656,0.409447532369851,0.806,0.755,1,"0","Rundc3a"
0.00087298054960978,-0.283948182444198,0.195,0.293,1,"0","Rai1"
0.000887249287347875,-0.707203033586795,0.071,0.154,1,"0","Sypl"
0.000895437223052513,-1.08270770349329,0.081,0.2,1,"0","Abr"
0.000898609489961816,-0.447677974268721,0.116,0.205,1,"0","Stk16"
0.000904920126912598,-0.62308405458175,0.073,0.144,1,"0","Dlg5"
0.00093206934447603,-0.432391844742305,0.109,0.196,1,"0","Grcc10"
0.000940833698812323,0.716301836065145,0.346,0.279,1,"0","Sptb"
0.000947381898380869,-0.393736304581946,0.088,0.157,1,"0","Mesd"
0.000952974440636711,-0.384355241066837,0.126,0.201,1,"0","Cacnb1"
0.000959114939691164,-0.479065971980775,0.086,0.162,1,"0","Arhgap12"
0.000981468589092955,-0.560990972434047,0.112,0.201,1,"0","H1f0"
0.000987750601945031,-0.64920341015978,0.181,0.294,1,"0","Ddr1"
0.000992908909662529,-1.18895364664325,0.103,0.244,1,"0","Dhcr24"
0.000997648262902705,-1.9362477682952,0.044,0.153,1,"0","Insm1"
0.00101358381429282,-0.570996007854883,0.097,0.179,1,"0","Nomo1"
0.00101779198811565,-1.26507413845474,0.045,0.109,1,"0","Zbtb16"
0.00101937187250324,-1.58738045544707,0.046,0.156,1,"0","Ptprk"
0.00103576106392261,-0.587867923716787,0.169,0.276,1,"0","Nsg2"
0.00103670819918022,-0.754598200278177,0.192,0.303,1,"0","Trp53i11"
0.00108555608749544,-0.418230702487592,0.065,0.122,1,"0","Fam32a"
0.00109128975884066,0.929285594441731,0.577,0.413,1,"0","Plch2"
0.00109837114139817,-0.446518471159025,0.093,0.159,1,"0","Tbc1d30"
